t_us,imu_t_us,imu_q0,imu_q1,imu_q2,imu_q3,imu_calib,imu_seq,baro_t_us,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_seq,gnss_t_us,gnss_lat_e7,gnss_lon_e7,gnss_alt_m,gnss_speed_mps,gnss_heading_deg,gnss_sats_used,gnss_seq
19895289,19852675,0.05474853515625,-0.1151123046875,-0.02813720703125,0.991455078125,0,197,19853741,1015.51953125,23.329999923706055,-18.866161346435547,203,19895286,0,0,0.0,0.0,0.0,0,203
19941160,19904675,0.0616455078125,-0.11309814453125,-0.03448486328125,0.9910888671875,0,198,19905741,1015.4912109375,23.34000015258789,-18.63099479675293,204,19941157,0,0,0.0,0.0,0.0,0,204
19991261,19942675,0.072509765625,-0.11834716796875,-0.03363037109375,0.98974609375,0,199,19943741,1015.5048828125,23.34000015258789,-18.74461555480957,205,19991258,0,0,0.0,0.0,0.0,0,205
20042212,19994305,0.0780029296875,-0.12420654296875,-0.032470703125,0.9886474609375,0,200,19995371,1015.521728515625,23.350000381469727,-18.88465690612793,206,20042209,0,0,0.0,0.0,0.0,0,206
20093244,20045490,0.103271484375,-0.135009765625,-0.03009033203125,0.9849853515625,0,201,20046556,1015.525634765625,23.34000015258789,-18.919008255004883,207,20093241,0,0,0.0,0.0,0.0,0,207
20145338,20097490,0.115234375,-0.14886474609375,-0.0341796875,0.98150634765625,0,202,20098556,1015.531005859375,23.34000015258789,-18.961284637451172,208,20145335,0,0,0.0,0.0,0.0,0,208
20192210,20149675,0.12493896484375,-0.14996337890625,-0.03936767578125,0.97998046875,0,203,20150741,1015.541015625,23.350000381469727,-19.045839309692383,209,20192207,0,0,0.0,0.0,0.0,0,209
20244136,20201675,0.1343994140625,-0.1453857421875,-0.0421142578125,0.97930908203125,0,204,20202741,1015.534423828125,23.350000381469727,-18.9903507232666,210,20244133,0,0,0.0,0.0,0.0,0,210
20295258,20253490,0.15155029296875,-0.1329345703125,-0.0419921875,0.97857666015625,0,205,20254556,1015.525634765625,23.34000015258789,-18.919008255004883,211,20295255,0,0,0.0,0.0,0.0,0,211
20342221,20305860,0.15789794921875,-0.1279296875,-0.04644775390625,0.97802734375,0,206,20306926,1015.52294921875,23.34000015258789,-18.895227432250977,212,20342218,0,0,0.0,0.0,0.0,0,212
20395244,20346740,0.1632080078125,-0.11517333984375,-0.05340576171875,0.9783935546875,0,207,20347806,1015.5146484375,23.34000015258789,-18.826526641845703,213,20395242,0,0,0.0,0.0,0.0,0,213
20440158,20398305,0.16827392578125,-0.1107177734375,-0.056640625,0.97784423828125,0,208,20399371,1015.551513671875,23.34000015258789,-19.13303565979004,214,20440155,0,0,0.0,0.0,0.0,0,214
20491260,20449490,0.17950439453125,-0.1116943359375,-0.06964111328125,0.97491455078125,0,209,20450556,1015.515625,23.34000015258789,-18.834453582763672,215,20491257,0,0,0.0,0.0,0.0,0,215
20543240,20501490,0.17486572265625,-0.11065673828125,-0.087646484375,0.97442626953125,0,210,20502556,1015.561279296875,23.34000015258789,-19.214946746826172,216,20543237,0,0,0.0,0.0,0.0,0,216
20595255,20553490,0.16839599609375,-0.109619140625,-0.0960693359375,0.974853515625,0,211,20554556,1015.534423828125,23.34000015258789,-18.9903507232666,217,20595252,0,0,0.0,0.0,0.0,0,217
20642207,20605675,0.1646728515625,-0.10693359375,-0.1041259765625,0.9749755859375,0,212,20606741,1015.552490234375,23.34000015258789,-19.140962600708008,218,20642204,0,0,0.0,0.0,0.0,0,218
20692207,20643740,0.1641845703125,-0.10137939453125,-0.11077880859375,0.97491455078125,0,213,20644806,1015.56103515625,23.34000015258789,-19.212305068969727,219,20692204,0,0,0.0,0.0,0.0,0,219
20744218,20696305,0.166259765625,-0.10162353515625,-0.11114501953125,0.97454833984375,0,214,20697371,1015.543212890625,23.34000015258789,-19.064334869384766,220,20744215,0,0,0.0,0.0,0.0,0,220
20795256,20747490,0.17340087890625,-0.10540771484375,-0.1197509765625,0.97186279296875,0,215,20748556,1015.563720703125,23.34000015258789,-19.233444213867188,221,20795253,0,0,0.0,0.0,0.0,0,221
20842207,20799675,0.17401123046875,-0.09588623046875,-0.1314697265625,0.97119140625,0,216,20800741,1015.539306640625,23.329999923706055,-19.029985427856445,222,20842204,0,0,0.0,0.0,0.0,0,222
20894143,20851925,0.17706298828125,-0.08892822265625,-0.139404296875,0.97021484375,0,217,20852991,1015.551025390625,23.329999923706055,-19.127750396728516,223,20894140,0,0,0.0,0.0,0.0,0,223
20945150,20903490,0.17803955078125,-0.077392578125,-0.1507568359375,0.96929931640625,0,218,20904556,1015.571533203125,23.329999923706055,-19.299501419067383,224,20945147,0,0,0.0,0.0,0.0,0,224
20992221,20956490,0.18377685546875,-0.06903076171875,-0.156005859375,0.968017578125,0,219,20957556,1015.5625,23.329999923706055,-19.22287368774414,225,20992218,0,0,0.0,0.0,0.0,0,225
21041259,20993490,0.1856689453125,-0.05902099609375,-0.168701171875,0.96624755859375,0,220,20994556,1015.5390625,23.34000015258789,-19.029985427856445,226,21041256,0,0,0.0,0.0,0.0,0,226
21094129,21046305,0.18603515625,-0.05255126953125,-0.1756591796875,0.96527099609375,0,221,21047371,1015.54443359375,23.329999923706055,-19.072261810302734,227,21094126,0,0,0.0,0.0,0.0,0,227
21140275,21098490,0.18701171875,-0.04071044921875,-0.183837890625,0.96417236328125,0,222,21099556,1015.576416015625,23.34000015258789,-19.339136123657227,228,21140272,0,0,0.0,0.0,0.0,0,228
21193234,21150675,0.189453125,-0.028564453125,-0.19415283203125,0.96209716796875,0,223,21151741,1015.56494140625,23.34000015258789,-19.2440128326416,229,21193231,0,0,0.0,0.0,0.0,0,229
21245319,21202740,0.1923828125,-0.01904296875,-0.203369140625,0.9598388671875,0,224,21203805,1015.5517578125,23.34000015258789,-19.135677337646484,230,21245316,0,0,0.0,0.0,0.0,0,230
21291243,21254675,0.1971435546875,-0.01068115234375,-0.2135009765625,0.956787109375,0,225,21255741,1015.521484375,23.34000015258789,-18.882015228271484,231,21291240,0,0,0.0,0.0,0.0,0,231
21340354,21254675,0.1971435546875,-0.01068115234375,-0.2135009765625,0.956787109375,0,225,21293555,1015.541748046875,23.34000015258789,-19.051124572753906,232,21340351,0,0,0.0,0.0,0.0,0,232
21395238,21347306,0.2034912109375,-0.003662109375,-0.22406005859375,0.95306396484375,0,226,21348372,1015.562255859375,23.34000015258789,-19.22287368774414,233,21395235,0,0,0.0,0.0,0.0,0,233
21441128,21399306,0.20654296875,0.00189208984375,-0.23406982421875,0.95001220703125,0,227,21400372,1015.57275390625,23.34000015258789,-19.31007194519043,234,21441125,0,0,0.0,0.0,0.0,0,234
21494093,21451859,0.2088623046875,0.00982666015625,-0.24725341796875,0.94610595703125,0,228,21452926,1015.56298828125,23.350000381469727,-19.228158950805664,235,21494090,0,0,0.0,0.0,0.0,0,235
21540271,21504490,0.20989990234375,0.01837158203125,-0.25860595703125,0.9427490234375,0,229,21505556,1015.592529296875,23.350000381469727,-19.473894119262695,236,21540268,0,0,0.0,0.0,0.0,0,236
21595241,21541490,0.21026611328125,0.02679443359375,-0.271728515625,0.938720703125,0,230,21542556,1015.57763671875,23.34000015258789,-19.349706649780273,237,21595238,0,0,0.0,0.0,0.0,0,237
21640281,21598306,0.21197509765625,0.02874755859375,-0.2752685546875,0.937255859375,0,231,21599372,1015.55908203125,23.350000381469727,-19.19645118713379,238,21640278,0,0,0.0,0.0,0.0,0,238
21692198,21650490,0.21563720703125,0.03399658203125,-0.285888671875,0.93304443359375,0,232,21651556,1015.564208984375,23.350000381469727,-19.23872947692871,239,21692195,0,0,0.0,0.0,0.0,0,239
21744132,21702490,0.215576171875,0.040283203125,-0.29840087890625,0.92889404296875,0,233,21703556,1015.55029296875,23.34000015258789,-19.122467041015625,240,21744129,0,0,0.0,0.0,0.0,0,240
21790288,21754490,0.2120361328125,0.05181884765625,-0.31268310546875,0.9244384765625,0,234,21755556,1015.569580078125,23.350000381469727,-19.283647537231445,241,21790285,0,0,0.0,0.0,0.0,0,241
21840294,21791675,0.206787109375,0.0595703125,-0.32403564453125,0.9212646484375,0,235,21792741,1015.605224609375,23.350000381469727,-19.579587936401367,242,21840291,0,0,0.0,0.0,0.0,0,242
21896144,21842306,0.207275390625,0.06195068359375,-0.32440185546875,0.92083740234375,0,236,21843372,1015.587890625,23.350000381469727,-19.43425941467285,243,21896141,0,0,0.0,0.0,0.0,0,243
21940360,21897675,0.2054443359375,0.06561279296875,-0.31597900390625,0.9239501953125,0,237,21898741,1015.54638671875,23.350000381469727,-19.09075927734375,244,21940357,0,0,0.0,0.0,0.0,0,244
21992198,21949675,0.2027587890625,0.07208251953125,-0.30780029296875,0.92681884765625,0,238,21950741,1015.559326171875,23.350000381469727,-19.19645118713379,245,21992195,0,0,0.0,0.0,0.0,0,245
22044239,22001924,0.20086669921875,0.07745361328125,-0.30126953125,0.92889404296875,0,239,22002990,1015.56494140625,23.350000381469727,-19.2440128326416,246,22044236,0,0,0.0,0.0,0.0,0,246
22091267,22054740,0.2022705078125,0.07275390625,-0.295654296875,0.9307861328125,0,240,22055805,1015.54052734375,23.34000015258789,-19.04055404663086,247,22091264,0,0,0.0,0.0,0.0,0,247
22142205,22094490,0.19195556640625,0.0802001953125,-0.30731201171875,0.9285888671875,0,241,22095556,1015.565673828125,23.34000015258789,-19.249298095703125,248,22142202,0,0,0.0,0.0,0.0,0,248
22194120,22146555,0.19342041015625,0.08026123046875,-0.30572509765625,0.9288330078125,0,242,22147621,1015.566162109375,23.34000015258789,-19.25458335876465,249,22194117,0,0,0.0,0.0,0.0,0,249
22240329,22198490,0.17877197265625,0.07122802734375,-0.30157470703125,0.933837890625,0,243,22199556,1015.5576171875,23.34000015258789,-19.183238983154297,250,22240326,0,0,0.0,0.0,0.0,0,250
22294118,22251675,0.16558837890625,0.06170654296875,-0.2877197265625,0.9412841796875,0,244,22252741,1015.59130859375,23.34000015258789,-19.46332550048828,251,22294115,0,0,0.0,0.0,0.0,0,251
22345256,22302740,0.15069580078125,0.05670166015625,-0.277099609375,0.947265625,0,245,22303805,1015.51953125,23.329999923706055,-18.866161346435547,252,22345253,0,0,0.0,0.0,0.0,0,252
22390142,22354490,0.13201904296875,0.03643798828125,-0.2530517578125,0.95770263671875,0,246,22355556,1015.5244140625,23.31999969482422,-18.908437728881836,253,22390139,0,0,0.0,0.0,0.0,0,253
22440266,22392490,0.120849609375,0.02783203125,-0.23931884765625,0.9630126953125,0,247,22393556,1015.538818359375,23.329999923706055,-19.02734375,254,22440263,0,0,0.0,0.0,0.0,0,254
22492193,22444305,0.115234375,0.0234375,-0.22918701171875,0.96624755859375,0,248,22445371,1015.55224609375,23.329999923706055,-19.138320922851562,255,22492190,0,0,0.0,0.0,0.0,0,255
22544208,22495675,0.095703125,0.012451171875,-0.217041015625,0.97137451171875,0,249,22496741,1015.515380859375,23.309999465942383,-18.831811904907227,256,22544205,0,0,0.0,0.0,0.0,0,256
22590198,22547741,0.07366943359375,0.01885986328125,-0.20648193359375,0.9754638671875,0,250,22548806,1015.544677734375,23.329999923706055,-19.074905395507812,257,22590195,0,0,0.0,0.0,0.0,0,257
22642202,22600490,0.0467529296875,0.02703857421875,-0.20782470703125,0.9766845703125,0,251,22601556,1015.525390625,23.31999969482422,-18.916364669799805,258,22642199,0,0,0.0,0.0,0.0,0,258
22695356,22652675,0.01605224609375,0.0360107421875,-0.19921875,0.97918701171875,1,252,22653741,1015.534423828125,23.31999969482422,-18.9903507232666,259,22695353,0,0,0.0,0.0,0.0,0,259
22742082,22705740,0.078857421875,-0.06640625,0.18621826171875,-0.97705078125,1,253,22706805,1015.541015625,23.31999969482422,-19.045839309692383,260,22742079,0,0,0.0,0.0,0.0,0,260
22792081,22743675,0.10357666015625,-0.07830810546875,0.19140625,-0.972900390625,1,254,22744741,1015.521728515625,23.31999969482422,-18.88465690612793,261,22792078,0,0,0.0,0.0,0.0,0,261
22843220,22795555,0.12225341796875,-0.08282470703125,0.1895751953125,-0.970703125,1,255,22796621,1015.475341796875,23.309999465942383,-18.498878479003906,262,22843217,0,0,0.0,0.0,0.0,0,262
22895136,22847490,0.161865234375,-0.07208251953125,0.191162109375,-0.9654541015625,1,256,22848556,1015.521484375,23.309999465942383,-18.882015228271484,263,22895133,0,0,0.0,0.0,0.0,0,263
22941229,22899490,0.18841552734375,-0.05706787109375,0.17755126953125,-0.9642333984375,1,257,22900556,1015.5,23.309999465942383,-18.704980850219727,264,22941226,0,0,0.0,0.0,0.0,0,264
22994081,22951675,0.20782470703125,-0.0423583984375,0.159423828125,-0.96417236328125,1,258,22952741,1015.478515625,23.309999465942383,-18.527944564819336,265,22994078,0,0,0.0,0.0,0.0,0,265
23040390,23003740,0.22894287109375,-0.03271484375,0.14471435546875,-0.9620361328125,1,259,23004805,1015.55126953125,23.31999969482422,-19.130393981933594,266,23040387,0,0,0.0,0.0,0.0,0,266
23091227,23043490,0.244140625,-0.022216796875,0.129150390625,-0.9608154296875,1,260,23044556,1015.518310546875,23.309999465942383,-18.855592727661133,267,23091224,0,0,0.0,0.0,0.0,0,267
23143218,23095305,0.25299072265625,-0.0177001953125,0.1241455078125,-0.95928955078125,1,261,23096371,1015.462646484375,23.309999465942383,-18.393186569213867,268,23143215,0,0,0.0,0.0,0.0,0,268
23194118,23146305,0.2686767578125,-0.009033203125,0.1102294921875,-0.95684814453125,1,262,23147371,1015.484619140625,23.309999465942383,-18.578147888183594,269,23194115,0,0,0.0,0.0,0.0,0,269
23241239,23198675,0.28192138671875,-0.00604248046875,0.10247802734375,-0.95391845703125,1,263,23199741,1015.49169921875,23.309999465942383,-18.636280059814453,270,23241236,0,0,0.0,0.0,0.0,0,270
23293217,23251490,0.29193115234375,0.00335693359375,0.09234619140625,-0.95196533203125,1,264,23252556,1015.49951171875,23.309999465942383,-18.70233726501465,271,23293214,0,0,0.0,0.0,0.0,0,271
23340116,23303675,0.29937744140625,-0.00341796875,0.08380126953125,-0.950439453125,1,265,23304741,1015.49169921875,23.309999465942383,-18.636280059814453,272,23340113,0,0,0.0,0.0,0.0,0,272
23390132,23341675,0.30108642578125,-0.01617431640625,0.069580078125,-0.950927734375,1,266,23342741,1015.478271484375,23.31999969482422,-18.52530288696289,273,23390129,0,0,0.0,0.0,0.0,0,273
23443216,23395305,0.30438232421875,-0.01788330078125,0.0650634765625,-0.95013427734375,1,267,23396371,1015.49658203125,23.309999465942383,-18.675914764404297,274,23443213,0,0,0.0,0.0,0.0,0,274
23494109,23446306,0.2994384765625,-0.01470947265625,0.05682373046875,-0.95233154296875,1,268,23447372,1015.482666015625,23.31999969482422,-18.55965232849121,275,23494106,0,0,0.0,0.0,0.0,0,275
23541244,23498675,0.296630859375,-0.0123291015625,0.05303955078125,-0.95343017578125,1,269,23499741,1015.485595703125,23.329999923706055,-18.586074829101562,276,23541241,0,0,0.0,0.0,0.0,0,276
23592181,23550490,0.28350830078125,-0.0108642578125,0.0478515625,-0.95770263671875,1,270,23551556,1015.46875,23.31999969482422,-18.446033477783203,277,23592178,0,0,0.0,0.0,0.0,0,277
23645243,23602675,0.27392578125,-0.00518798828125,0.04248046875,-0.9608154296875,1,271,23603741,1015.478515625,23.31999969482422,-18.527944564819336,278,23645240,0,0,0.0,0.0,0.0,0,278
23691233,23654675,0.26568603515625,0.00079345703125,0.0374755859375,-0.96331787109375,1,272,23655741,1015.47021484375,23.31999969482422,-18.456602096557617,279,23691230,0,0,0.0,0.0,0.0,0,279
23742180,23693675,0.2559814453125,0.00665283203125,0.03216552734375,-0.96612548828125,1,273,23694741,1015.472412109375,23.31999969482422,-18.47509765625,280,23742177,0,0,0.0,0.0,0.0,0,280
23793212,23745490,0.2532958984375,0.0072021484375,0.03106689453125,-0.96685791015625,1,274,23746556,1015.48388671875,23.31999969482422,-18.570220947265625,281,23793209,0,0,0.0,0.0,0.0,0,281
23844108,23796490,0.23699951171875,0.01177978515625,0.0245361328125,-0.97113037109375,1,275,23797556,1015.48779296875,23.31999969482422,-18.6019287109375,282,23844105,0,0,0.0,0.0,0.0,0,282
23895215,23847490,0.2293701171875,0.01739501953125,0.02191162109375,-0.97296142578125,1,276,23848556,1015.485107421875,23.31999969482422,-18.580791473388672,283,23895212,0,0,0.0,0.0,0.0,0,283
23941248,23899490,0.22271728515625,0.02398681640625,0.02081298828125,-0.974365234375,1,277,23900556,1015.4951171875,23.329999923706055,-18.665346145629883,284,23941245,0,0,0.0,0.0,0.0,0,284
23993221,23951490,0.2125244140625,0.02825927734375,0.02239990234375,-0.97650146484375,1,278,23952556,1015.501220703125,23.329999923706055,-18.71554946899414,285,23993218,0,0,0.0,0.0,0.0,0,285
24040260,24003924,0.208251953125,0.03375244140625,0.0233154296875,-0.97723388671875,1,279,24004990,1015.478515625,23.329999923706055,-18.527944564819336,286,24040257,0,0,0.0,0.0,0.0,0,286
24091341,24043490,0.2041015625,0.05072021484375,0.01885986328125,-0.97747802734375,1,280,24044556,1015.48583984375,23.329999923706055,-18.586074829101562,287,24091338,0,0,0.0,0.0,0.0,0,287
24143255,24095305,0.20794677734375,0.05743408203125,0.01336669921875,-0.97637939453125,1,281,24096371,1015.482666015625,23.329999923706055,-18.55965232849121,288,24143252,0,0,0.0,0.0,0.0,0,288
24195262,24147490,0.22607421875,0.09521484375,0.00341796875,-0.96942138671875,1,282,24148556,1015.47119140625,23.329999923706055,-18.464529037475586,289,24195259,0,0,0.0,0.0,0.0,0,289
24240180,24198490,0.21331787109375,0.09857177734375,0.01220703125,-0.971923828125,1,283,24199556,1015.5107421875,23.329999923706055,-18.792177200317383,290,24240177,0,0,0.0,0.0,0.0,0,290
24292070,24250490,0.19549560546875,0.0911865234375,0.02972412109375,-0.97601318359375,1,284,24251556,1015.4677734375,23.329999923706055,-18.438106536865234,291,24292067,0,0,0.0,0.0,0.0,0,291
24344103,24302490,0.1942138671875,0.08355712890625,0.03302001953125,-0.976806640625,1,285,24303556,1015.468017578125,23.329999923706055,-18.44074821472168,292,24344100,0,0,0.0,0.0,0.0,0,292
24391268,24354740,0.18212890625,0.08343505859375,0.0460205078125,-0.9786376953125,1,286,24355805,1015.51123046875,23.34000015258789,-18.797460556030273,293,24391265,0,0,0.0,0.0,0.0,0,293
24440292,24392490,0.16558837890625,0.09130859375,0.0511474609375,-0.98065185546875,1,287,24393556,1015.47802734375,23.329999923706055,-18.522659301757812,294,24440289,0,0,0.0,0.0,0.0,0,294
24493206,24445555,0.16009521484375,0.09320068359375,0.05450439453125,-0.981201171875,1,288,24446621,1015.50390625,23.34000015258789,-18.7366886138916,295,24493203,0,0,0.0,0.0,0.0,0,295
24545214,24497490,0.1353759765625,0.09979248046875,0.0543212890625,-0.9842529296875,1,289,24498556,1015.49951171875,23.34000015258789,-18.70233726501465,296,24545211,0,0,0.0,0.0,0.0,0,296
24592174,24550490,0.12158203125,0.10760498046875,0.04852294921875,-0.98553466796875,1,290,24551556,1015.490234375,23.34000015258789,-18.62306785583496,297,24592171,0,0,0.0,0.0,0.0,0,297
24644067,24602490,0.1015625,0.12713623046875,0.03204345703125,-0.98614501953125,1,291,24603556,1015.534423828125,23.350000381469727,-18.9903507232666,298,24644064,0,0,0.0,0.0,0.0,0,298
24691214,24654924,0.08465576171875,0.139892578125,0.02264404296875,-0.98626708984375,1,292,24655990,1015.507080078125,23.34000015258789,-18.763111114501953,299,24691211,0,0,0.0,0.0,0.0,0,299
24740334,24692490,0.06396484375,0.14764404296875,0.0059814453125,-0.9869384765625,1,293,24693556,1015.52490234375,23.350000381469727,-18.911081314086914,300,24740331,0,0,0.0,0.0,0.0,0,300
24792182,24744305,0.05963134765625,0.15045166015625,-0.00030517578125,-0.98681640625,1,294,24745371,1015.503662109375,23.34000015258789,-18.734045028686523,301,24792179,0,0,0.0,0.0,0.0,0,301
24843116,24795491,0.03466796875,0.143798828125,-0.0108642578125,-0.98895263671875,1,295,24796557,1015.48779296875,23.34000015258789,-18.6019287109375,302,24843113,0,0,0.0,0.0,0.0,0,302
24896294,24847675,0.0255126953125,0.13616943359375,-0.01104736328125,-0.99029541015625,1,296,24848741,1015.505126953125,23.34000015258789,-18.747257232666016,303,24896291,0,0,0.0,0.0,0.0,0,303
24943203,24900859,0.01397705078125,0.13671875,-0.0146484375,-0.99041748046875,1,297,24901925,1015.491455078125,23.34000015258789,-18.633636474609375,304,24943200,0,0,0.0,0.0,0.0,0,304
24994096,24952490,0.02008056640625,0.1453857421875,-0.01251220703125,-0.98907470703125,1,298,24953556,1015.494873046875,23.34000015258789,-18.662702560424805,305,24994093,0,0,0.0,0.0,0.0,0,305
25042196,25005860,0.02490234375,0.15484619140625,-0.01348876953125,-0.987548828125,1,299,25006926,1015.50732421875,23.329999923706055,-18.7657527923584,306,25042193,0,0,0.0,0.0,0.0,0,306
25093222,25045490,0.0452880859375,0.16998291015625,-0.02337646484375,-0.984130859375,1,300,25046556,1015.488037109375,23.329999923706055,-18.607213973999023,307,25093219,0,0,0.0,0.0,0.0,0,307
25145212,25097305,0.04913330078125,0.17010498046875,-0.02557373046875,-0.98388671875,1,301,25098371,1015.486572265625,23.31999969482422,-18.59400177001953,308,25145209,0,0,0.0,0.0,0.0,0,308
25190254,25148305,0.07891845703125,0.16009521484375,-0.0240478515625,-0.983642578125,1,302,25149371,1015.53125,23.329999923706055,-18.96392822265625,309,25190251,0,0,0.0,0.0,0.0,0,309
25242180,25200490,0.09796142578125,0.1470947265625,-0.0177001953125,-0.984130859375,1,303,25201556,1015.49072265625,23.31999969482422,-18.628353118896484,310,25242177,0,0,0.0,0.0,0.0,0,310
25295230,25253490,0.1201171875,0.1292724609375,-0.00927734375,-0.9842529296875,1,304,25254556,1015.512939453125,23.329999923706055,-18.81331443786621,311,25295227,0,0,0.0,0.0,0.0,0,311
25342096,25305925,0.13623046875,0.115966796875,-0.00616455078125,-0.98382568359375,1,305,25306991,1015.5029296875,23.31999969482422,-18.728761672973633,312,25342093,0,0,0.0,0.0,0.0,0,312
25392217,25343675,0.15057373046875,0.10345458984375,-0.00677490234375,-0.983154296875,1,306,25344741,1015.501708984375,23.329999923706055,-18.718191146850586,313,25392214,0,0,0.0,0.0,0.0,0,313
25443210,25395305,0.1539306640625,0.09857177734375,-0.00506591796875,-0.983154296875,1,307,25396371,1015.51318359375,23.31999969482422,-18.81331443786621,314,25443207,0,0,0.0,0.0,0.0,0,314
25494092,25446305,0.14984130859375,0.0941162109375,0.00311279296875,-0.98419189453125,1,308,25447372,1015.486083984375,23.309999465942383,-18.58871841430664,315,25494089,0,0,0.0,0.0,0.0,0,315
25542250,25499675,0.1427001953125,0.0902099609375,0.0081787109375,-0.985595703125,1,309,25500741,1015.4755859375,23.309999465942383,-18.501522064208984,316,25542247,0,0,0.0,0.0,0.0,0,316
25594090,25551924,0.130126953125,0.0821533203125,0.0089111328125,-0.988037109375,1,310,25552991,1015.50634765625,23.31999969482422,-18.75782585144043,317,25594087,0,0,0.0,0.0,0.0,0,317
25640248,25603675,0.1072998046875,0.069580078125,0.00994873046875,-0.99176025390625,1,311,25604741,1015.516845703125,23.31999969482422,-18.845022201538086,318,25640245,0,0,0.0,0.0,0.0,0,318
25690256,25641740,0.0977783203125,0.0716552734375,0.00994873046875,-0.9925537109375,1,312,25642806,1015.525634765625,23.31999969482422,-18.919008255004883,319,25690253,0,0,0.0,0.0,0.0,0,319
25741205,25693305,0.09344482421875,0.07025146484375,0.0108642578125,-0.99310302734375,1,313,25694371,1015.489501953125,23.31999969482422,-18.617782592773438,320,25741202,0,0,0.0,0.0,0.0,0,320
25792134,25744490,0.0787353515625,0.0526123046875,0.00872802734375,-0.9954833984375,1,314,25745556,1015.506591796875,23.31999969482422,-18.760469436645508,321,25792131,0,0,0.0,0.0,0.0,0,321
25844162,25796490,0.06982421875,0.03778076171875,0.01080322265625,-0.99676513671875,1,315,25797556,1015.55126953125,23.31999969482422,-19.130393981933594,322,25844159,0,0,0.0,0.0,0.0,0,322
25896191,25848490,0.062744140625,0.03045654296875,0.012939453125,-0.99749755859375,1,316,25849556,1015.49951171875,23.309999465942383,-18.70233726501465,323,25896189,0,0,0.0,0.0,0.0,0,323
25944088,25901740,0.0572509765625,0.025146484375,0.0172119140625,-0.9979248046875,1,317,25902806,1015.529296875,23.329999923706055,-18.948074340820312,324,25944085,0,0,0.0,0.0,0.0,0,324
25995246,25953490,0.0498046875,0.0244140625,0.0213623046875,-0.99822998046875,1,318,25954556,1015.50146484375,23.31999969482422,-18.718191146850586,325,25995243,0,0,0.0,0.0,0.0,0,325
26043193,26006860,0.0421142578125,0.02630615234375,0.02301025390625,-0.99847412109375,1,319,26007926,1015.513671875,23.31999969482422,-18.818599700927734,326,26043190,0,0,0.0,0.0,0.0,0,326
26092162,26044490,0.02972412109375,0.03302001953125,0.02142333984375,-0.998779296875,1,320,26045556,1015.45703125,23.309999465942383,-18.3482666015625,327,26092159,0,0,0.0,0.0,0.0,0,327
26144066,26096555,0.0262451171875,0.03594970703125,0.020263671875,-0.998779296875,1,321,26097621,1015.526611328125,23.31999969482422,-18.92693519592285,328,26144063,0,0,0.0,0.0,0.0,0,328
26192274,26149675,0.0157470703125,0.0460205078125,0.01171875,-0.99871826171875,1,322,26150741,1015.511962890625,23.31999969482422,-18.805387496948242,329,26192271,0,0,0.0,0.0,0.0,0,329
26245269,26202859,0.01324462890625,0.0511474609375,0.006103515625,-0.99859619140625,1,323,26203925,1015.523193359375,23.31999969482422,-18.897869110107422,330,26245266,0,0,0.0,0.0,0.0,0,330
26290109,26254490,0.0074462890625,0.0526123046875,-0.00482177734375,-0.99859619140625,1,324,26255556,1015.532958984375,23.31999969482422,-18.97713851928711,331,26290106,0,0,0.0,0.0,0.0,0,331
26340114,26291740,0.001953125,0.05194091796875,-0.01165771484375,-0.99859619140625,1,325,26292805,1015.5234375,23.31999969482422,-18.900510787963867,332,26340111,0,0,0.0,0.0,0.0,0,332
26392165,26344305,0.00030517578125,-0.05224609375,0.0145263671875,0.99853515625,1,326,26345371,1015.4912109375,23.31999969482422,-18.63099479675293,333,26392162,0,0,0.0,0.0,0.0,0,333
26443238,26395490,0.00518798828125,-0.05841064453125,0.01800537109375,0.99810791015625,1,327,26396556,1015.4814453125,23.31999969482422,-18.551725387573242,334,26443235,0,0,0.0,0.0,0.0,0,334
26490238,26448490,0.0107421875,-0.06378173828125,0.017578125,0.99774169921875,1,328,26449556,1015.550537109375,23.329999923706055,-19.12510871887207,335,26490235,0,0,0.0,0.0,0.0,0,335
26543190,26500675,0.01544189453125,-0.07037353515625,0.0159912109375,0.99725341796875,1,329,26501741,1015.496337890625,23.31999969482422,-18.67327308654785,336,26543187,0,0,0.0,0.0,0.0,0,336
26594081,26552490,0.01959228515625,-0.0828857421875,0.01580810546875,0.9962158203125,1,330,26553556,1015.4931640625,23.31999969482422,-18.646848678588867,337,26594078,0,0,0.0,0.0,0.0,0,337
26641196,26604675,0.0224609375,-0.09423828125,0.01837158203125,0.9951171875,1,331,26605741,1015.504638671875,23.329999923706055,-18.74461555480957,338,26641193,0,0,0.0,0.0,0.0,0,338
26691233,26642740,0.02197265625,-0.10308837890625,0.022705078125,0.99420166015625,1,332,26643806,1015.508056640625,23.329999923706055,-18.771038055419922,339,26691230,0,0,0.0,0.0,0.0,0,339
26742154,26694490,0.0220947265625,-0.10809326171875,0.026123046875,0.9935302734375,1,333,26695556,1015.5068359375,23.329999923706055,-18.760469436645508,340,26742151,0,0,0.0,0.0,0.0,0,340
26794118,26746490,0.0223388671875,-0.11553955078125,0.032470703125,0.99249267578125,1,334,26747556,1015.504150390625,23.34000015258789,-18.739330291748047,341,26794115,0,0,0.0,0.0,0.0,0,341
