t_us,state,batteryVoltage,imu_t_us,imu_q0,imu_q1,imu_q2,imu_q3,imu_calib,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_seq,baro_t_us,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_seq,gnss_t_us,gnss_lat_e7,gnss_lon_e7,gnss_alt_m,gnss_speed_mps,gnss_heading_deg,gnss_sats_used,gnss_seq,fin_cmd_rad
13099322,2,3.99609375,13098251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0,0.02734375,0.03515625,0,0,0,431,13099316,1024.650146,27.55999947,-94.26739502,436,0,0,0,0,0,0,0,0,0
13109376,2,4.015429497,13108305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0,0.02734375,0.03515625,0,0,0,432,13109371,1024.657227,27.56999969,-94.32552338,437,0,0,0,0,0,0,0,0,0
13115322,2,3.99609375,13114251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0,0.02734375,0.03515625,0,0,0,433,13115317,1024.657227,27.56999969,-94.32552338,438,0,0,0,0,0,0,0,0,0
13118376,2,4.002539158,13117305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0,0.02734375,0.03515625,0,0,0,434,13118371,1024.657227,27.56999969,-94.32552338,439,0,0,0,0,0,0,0,0,0
13124322,2,4.015429497,13123251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0,0.02734375,0.03515625,0,0,0,435,13124317,1024.645752,27.56999969,-94.23040009,440,0,0,0,0,0,0,0,0,0
13131322,2,4.002539158,13130251,0.26739502,-0.115356445,-0.241394043,0.925720215,3,-0.0078125,0.02734375,-0.00390625,0,0,0,436,13131317,1024.645752,27.56999969,-94.23040009,441,0,0,0,0,0,0,0,0,0
13135376,2,4.002539158,13134305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,437,13135370,1024.645752,27.56999969,-94.23040009,442,0,0,0,0,0,0,0,0,0
13140322,2,3.99609375,13139251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,438,13140316,1024.645752,27.56999969,-94.23040009,443,0,0,0,0,0,0,0,0,0
13146376,2,4.008984566,13145305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,439,13146371,1024.666504,27.55999947,-94.40215302,444,0,0,0,0,0,0,0,0,0
13153322,2,4.002539158,13152251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,440,13153317,1024.666504,27.55999947,-94.40215302,445,0,0,0,0,0,0,0,0,0
13156376,2,4.002539158,13155305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,441,13156371,1024.666504,27.55999947,-94.40215302,446,0,0,0,0,0,0,0,0,0
13161322,2,4.015429497,13160251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,442,13161316,1024.625977,27.55999947,-94.0692215,447,0,0,0,0,0,0,0,0,0
13167376,2,3.99609375,13166305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,443,13167371,1024.625977,27.56999969,-94.0692215,448,0,0,0,0,0,0,0,0,0
13174322,2,4.002539158,13173251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,444,13174317,1024.625977,27.56999969,-94.0692215,449,0,0,0,0,0,0,0,0,0
13177376,2,4.008984566,13176305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,445,13177371,1024.625977,27.56999969,-94.0692215,450,0,0,0,0,0,0,0,0,0
13183322,2,4.008984566,13182251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,446,13183317,1024.633789,27.55999947,-94.13263702,451,0,0,0,0,0,0,0,0,0
13186376,2,4.002539158,13185305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,447,13186371,1024.633789,27.55999947,-94.13263702,452,0,0,0,0,0,0,0,0,0
13190322,2,4.002539158,13189251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,448,13190316,1024.633789,27.55999947,-94.13263702,453,0,0,0,0,0,0,0,0,0
13197376,2,4.002539158,13196305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,449,13197371,1024.633789,27.55999947,-94.13263702,454,0,0,0,0,0,0,0,0,0
13203322,2,4.002539158,13202251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,450,13203317,1024.633301,27.55999947,-94.12734985,455,0,0,0,0,0,0,0,0,0
13206376,2,4.002539158,13205305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,451,13206371,1024.633301,27.55999947,-94.12734985,456,0,0,0,0,0,0,0,0,0
13211322,2,4.008984566,13210251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,452,13211316,1024.633301,27.55999947,-94.12734985,457,0,0,0,0,0,0,0,0,0
13218376,2,4.002539158,13217305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,453,13218371,1024.633301,27.55999947,-94.12734985,458,0,0,0,0,0,0,0,0,0
13224322,2,4.002539158,13223251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,454,13224317,1024.654541,27.56999969,-94.30174255,459,0,0,0,0,0,0,0,0,0
13227376,2,3.99609375,13226305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,455,13227371,1024.654541,27.56999969,-94.30174255,460,0,0,0,0,0,0,0,0,0
13231322,2,3.99609375,13230251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,456,13231316,1024.654541,27.56999969,-94.30174255,461,0,0,0,0,0,0,0,0,0
13241376,2,3.99609375,13240305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,457,13241371,1024.611328,27.55999947,-93.94766998,462,0,0,0,0,0,0,0,0,0
13247322,2,4.002539158,13246251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,458,13247317,1024.611328,27.55999947,-93.94766998,463,0,0,0,0,0,0,0,0,0
13250376,2,4.002539158,13249305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,459,13250371,1024.611328,27.55999947,-93.94766998,464,0,0,0,0,0,0,0,0,0
13255322,2,4.002539158,13254251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,460,13255316,1024.611328,27.55999947,-93.94766998,465,0,0,0,0,0,0,0,0,0
13265376,2,4.002539158,13264305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,461,13265371,1024.616211,27.56999969,-93.98730469,466,0,0,0,0,0,0,0,0,0
13272322,2,4.008984566,13271251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,462,13272317,1024.616211,27.56999969,-93.98730469,467,0,0,0,0,0,0,0,0,0
13275376,2,4.015429497,13274305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,463,13275371,1024.616211,27.56999969,-93.98730469,468,0,0,0,0,0,0,0,0,0
13282322,2,4.008984566,13281251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,-0.00390625,0,0,0,464,13282317,1024.623047,27.55999947,-94.04279327,469,0,0,0,0,0,0,0,0,0
13288322,2,3.99609375,13287251,0.26739502,-0.115356445,-0.241394043,0.925720215,3,-0.0078125,-0.01171875,-0.0390625,0,0,0,465,13288317,1024.623047,27.55999947,-94.04279327,470,0,0,0,0,0,0,0,0,0
13291376,2,4.002539158,13290305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,466,13291371,1024.623047,27.55999947,-94.04279327,471,0,0,0,0,0,0,0,0,0
13296322,2,3.99609375,13295251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,467,13296316,1024.623047,27.55999947,-94.04279327,472,0,0,0,0,0,0,0,0,0
13309376,2,4.015429497,13308305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,468,13309371,1024.619629,27.56999969,-94.01637268,473,0,0,0,0,0,0,0,0,0
13316322,2,4.002539158,13315251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,469,13316317,1024.619629,27.56999969,-94.01637268,474,0,0,0,0,0,0,0,0,0
13323376,2,3.989648342,13322305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,470,13323371,1024.642822,27.55999947,-94.20661926,475,0,0,0,0,0,0,0,0,0
13328322,2,4.015429497,13327251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,471,13328316,1024.642822,27.55999947,-94.20661926,476,0,0,0,0,0,0,0,0,0
13335376,2,4.002539158,13334305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,472,13335371,1024.642822,27.55999947,-94.20661926,477,0,0,0,0,0,0,0,0,0
13341322,2,4.008984566,13340251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,473,13341317,1024.667725,27.56999969,-94.41007996,478,0,0,0,0,0,0,0,0,0
13348376,2,4.002539158,13347305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,474,13348371,1024.667725,27.56999969,-94.41007996,479,0,0,0,0,0,0,0,0,0
13353322,2,3.99609375,13352251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,475,13353316,1024.667725,27.56999969,-94.41007996,480,0,0,0,0,0,0,0,0,0
13361376,2,4.002539158,13360305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,476,13361371,1024.635498,27.55999947,-94.14849091,481,0,0,0,0,0,0,0,0,0
13443322,2,3.99609375,13442251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,-0.0390625,0,0,0,477,13443317,1024.66626,27.56999969,-94.39950562,482,0,0,0,0,0,0,0,0,0
13451898,2,4.002539158,13450827,0.26739502,-0.115356445,-0.241394043,0.925720215,3,-0.0078125,-0.01171875,0.04296875,0,0,0,478,13451892,1024.66626,27.56999969,-94.39950562,483,0,0,0,0,0,0,0,0,0
13458322,2,4.002539158,13457251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,479,13458317,1024.65625,27.56999969,-94.31759644,484,0,0,0,0,0,0,0,0,0
13461376,2,4.002539158,13460305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,480,13461371,1024.65625,27.56999969,-94.31759644,485,0,0,0,0,0,0,0,0,0
13466322,2,4.015429497,13465251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,481,13466316,1024.65625,27.56999969,-94.31759644,486,0,0,0,0,0,0,0,0,0
13473376,2,4.002539158,13472305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,482,13473371,1024.65625,27.56999969,-94.31759644,487,0,0,0,0,0,0,0,0,0
13479322,2,4.002539158,13478251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,483,13479317,1024.6521,27.56999969,-94.2832489,488,0,0,0,0,0,0,0,0,0
13482376,2,4.002539158,13481305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,484,13482371,1024.6521,27.56999969,-94.2832489,489,0,0,0,0,0,0,0,0,0
13487322,2,4.008984566,13486251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,485,13487316,1024.6521,27.56999969,-94.2832489,490,0,0,0,0,0,0,0,0,0
13494376,2,3.99609375,13493305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,486,13494371,1024.6521,27.56999969,-94.2832489,491,0,0,0,0,0,0,0,0,0
13500322,2,4.002539158,13499251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,487,13500317,1024.615234,27.55999947,-93.97937775,492,0,0,0,0,0,0,0,0,0
13503376,2,4.008984566,13502305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,488,13503371,1024.615234,27.55999947,-93.97937775,493,0,0,0,0,0,0,0,0,0
13507322,2,4.008984566,13506251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,489,13507316,1024.615234,27.55999947,-93.97937775,494,0,0,0,0,0,0,0,0,0
13517376,2,4.002539158,13516305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,490,13517371,1024.665771,27.56999969,-94.39422607,495,0,0,0,0,0,0,0,0,0
13522322,2,4.015429497,13521251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,491,13522316,1024.665771,27.56999969,-94.39422607,496,0,0,0,0,0,0,0,0,0
13525376,2,4.002539158,13524305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,492,13525371,1024.665771,27.56999969,-94.39422607,497,0,0,0,0,0,0,0,0,0
13530322,2,3.99609375,13529251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,493,13530316,1024.665771,27.56999969,-94.39422607,498,0,0,0,0,0,0,0,0,0
13540376,2,4.008984566,13539305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,494,13540371,1024.653076,27.56999969,-94.29117584,499,0,0,0,0,0,0,0,0,0
13546322,2,4.015429497,13545251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,495,13546317,1024.653076,27.56999969,-94.29117584,500,0,0,0,0,0,0,0,0,0
13549376,2,4.002539158,13548305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,-0.01171875,0.04296875,0,0,0,496,13549371,1024.653076,27.56999969,-94.29117584,501,0,0,0,0,0,0,0,0,0
13554322,2,4.002539158,13553251,0.26739502,-0.115356445,-0.241394043,0.925720215,3,-0.0078125,0.02734375,0.00390625,0,0,0,497,13554317,1024.653076,27.56999969,-94.29117584,502,0,0,0,0,0,0,0,0,0
13564322,2,4.002539158,13563251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,498,13564317,1024.658447,27.56999969,-94.33609009,503,0,0,0,0,0,0,0,0,0
13568376,2,3.99609375,13567305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,499,13568370,1024.658447,27.56999969,-94.33609009,504,0,0,0,0,0,0,0,0,0
13572322,2,4.002539158,13571251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,500,13572317,1024.658447,27.56999969,-94.33609009,505,0,0,0,0,0,0,0,0,0
13578376,2,4.002539158,13577305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,501,13578371,1024.639893,27.56999969,-94.18283844,506,0,0,0,0,0,0,0,0,0
13585322,2,4.002539158,13584251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,502,13585317,1024.639893,27.56999969,-94.18283844,507,0,0,0,0,0,0,0,0,0
13589376,2,3.99609375,13588305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,503,13589370,1024.639893,27.56999969,-94.18283844,508,0,0,0,0,0,0,0,0,0
13594322,2,4.002539158,13593251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,504,13594316,1024.639893,27.56999969,-94.18283844,509,0,0,0,0,0,0,0,0,0
13600376,2,4.002539158,13599305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,505,13600371,1024.638672,27.56999969,-94.17227173,510,0,0,0,0,0,0,0,0,0
13607322,2,4.008984566,13606251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,506,13607317,1024.638672,27.56999969,-94.17227173,511,0,0,0,0,0,0,0,0,0
13610376,2,3.99609375,13609305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,507,13610371,1024.638672,27.56999969,-94.17227173,512,0,0,0,0,0,0,0,0,0
13616322,2,4.002539158,13615251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,508,13616317,1024.628418,27.56999969,-94.08771515,513,0,0,0,0,0,0,0,0,0
13622376,2,4.008984566,13621305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,509,13622371,1024.628418,27.56999969,-94.08771515,514,0,0,0,0,0,0,0,0,0
13629322,2,4.008984566,13628251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,510,13629317,1024.628418,27.56999969,-94.08771515,515,0,0,0,0,0,0,0,0,0
13632376,2,3.989648342,13631305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,511,13632371,1024.628418,27.56999969,-94.08771515,516,0,0,0,0,0,0,0,0,0
13638322,2,4.002539158,13637251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,512,13638317,1024.620605,27.56999969,-94.02429962,517,0,0,0,0,0,0,0,0,0
13641376,2,4.002539158,13640305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,513,13641371,1024.620605,27.56999969,-94.02429962,518,0,0,0,0,0,0,0,0,0
13645322,2,4.015429497,13644251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,514,13645316,1024.620605,27.56999969,-94.02429962,519,0,0,0,0,0,0,0,0,0
13652376,2,4.002539158,13651305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,515,13652371,1024.620605,27.56999969,-94.02429962,520,0,0,0,0,0,0,0,0,0
13658322,2,4.008984566,13657251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,516,13658317,1024.641602,27.56999969,-94.19605255,521,0,0,0,0,0,0,0,0,0
13661376,2,4.002539158,13660305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,517,13661371,1024.641602,27.56999969,-94.19605255,522,0,0,0,0,0,0,0,0,0
13666322,2,4.002539158,13665251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,518,13666316,1024.641602,27.56999969,-94.19605255,523,0,0,0,0,0,0,0,0,0
13676376,2,4.008984566,13675305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,519,13676371,1024.647705,27.56999969,-94.24625397,524,0,0,0,0,0,0,0,0,0
13681322,2,4.002539158,13680251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,520,13681316,1024.647705,27.56999969,-94.24625397,525,0,0,0,0,0,0,0,0,0
13684376,2,3.99609375,13683305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,521,13684371,1024.647705,27.56999969,-94.24625397,526,0,0,0,0,0,0,0,0,0
13688322,2,4.015429497,13687251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,522,13688316,1024.647705,27.56999969,-94.24625397,527,0,0,0,0,0,0,0,0,0
13698376,2,4.008984566,13697305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,523,13698371,1024.675293,27.56999969,-94.47349548,528,0,0,0,0,0,0,0,0,0
13704322,2,4.008984566,13703251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,-0.0078125,0.02734375,0.00390625,0,0,0,524,13704317,1024.675293,27.56999969,-94.47349548,529,0,0,0,0,0,0,0,0,0
13707322,2,4.008984566,13706251,0.26739502,-0.115356445,-0.241394043,0.925720215,3,0.0703125,-0.01171875,0.00390625,0,0,0,525,13707317,1024.675293,27.56999969,-94.47349548,530,0,0,0,0,0,0,0,0,0
13710376,2,4.008984566,13709305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,526,13710371,1024.675293,27.56999969,-94.47349548,531,0,0,0,0,0,0,0,0,0
13720322,2,4.002539158,13719251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,527,13720317,1024.618164,27.56999969,-94.00315857,532,0,0,0,0,0,0,0,0,0
13724376,2,4.002539158,13723305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,528,13724370,1024.618164,27.56999969,-94.00315857,533,0,0,0,0,0,0,0,0,0
13730322,2,4.002539158,13729251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,529,13730317,1024.618164,27.56999969,-94.00315857,534,0,0,0,0,0,0,0,0,0
13740376,2,4.002539158,13739305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,530,13740371,1024.630615,27.55999947,-94.1062088,535,0,0,0,0,0,0,0,0,0
13746322,2,4.002539158,13745251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,531,13746317,1024.630615,27.55999947,-94.1062088,536,0,0,0,0,0,0,0,0,0
13749375,2,4.008984566,13745251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,531,13749370,1024.630615,27.55999947,-94.1062088,537,0,0,0,0,0,0,0,0,0
13752322,2,4.002539158,13751251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,532,13752317,1024.630615,27.55999947,-94.1062088,538,0,0,0,0,0,0,0,0,0
13762376,2,4.002539158,13761305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,533,13762371,1024.660156,27.56999969,-94.3493042,539,0,0,0,0,0,0,0,0,0
13768322,2,4.008984566,13767251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,534,13768317,1024.660156,27.56999969,-94.3493042,540,0,0,0,0,0,0,0,0,0
13771376,2,4.002539158,13770305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,535,13771371,1024.660156,27.56999969,-94.3493042,541,0,0,0,0,0,0,0,0,0
13776322,2,4.008984566,13775251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,536,13776316,1024.617676,27.56999969,-94.0005188,542,0,0,0,0,0,0,0,0,0
13786376,2,4.008984566,13785305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,537,13786371,1024.617676,27.56999969,-94.0005188,543,0,0,0,0,0,0,0,0,0
13791322,2,4.002539158,13790251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,538,13791316,1024.617676,27.56999969,-94.0005188,544,0,0,0,0,0,0,0,0,0
13794376,2,4.015429497,13793305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,539,13794371,1024.656006,27.56999969,-94.31495667,545,0,0,0,0,0,0,0,0,0
13800322,2,3.99609375,13799251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,540,13800317,1024.656006,27.56999969,-94.31495667,546,0,0,0,0,0,0,0,0,0
13807376,2,4.008984566,13806305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,541,13807371,1024.656006,27.56999969,-94.31495667,547,0,0,0,0,0,0,0,0,0
13813322,2,4.002539158,13812251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,542,13813317,1024.668945,27.56999969,-94.42064667,548,0,0,0,0,0,0,0,0,0
13816376,2,4.002539158,13815305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,543,13816371,1024.668945,27.56999969,-94.42064667,549,0,0,0,0,0,0,0,0,0
13822322,2,4.002539158,13821251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,544,13822317,1024.668945,27.56999969,-94.42064667,550,0,0,0,0,0,0,0,0,0
13829376,2,4.002539158,13828305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,545,13829371,1024.668945,27.56999969,-94.42064667,551,0,0,0,0,0,0,0,0,0
13835322,2,4.002539158,13834251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,546,13835316,1024.66333,27.56999969,-94.37572479,552,0,0,0,0,0,0,0,0,0
13838376,2,4.002539158,13837305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,547,13838371,1024.66333,27.56999969,-94.37572479,553,0,0,0,0,0,0,0,0,0
13844322,2,3.99609375,13843251,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,548,13844317,1024.66333,27.56999969,-94.37572479,554,0,0,0,0,0,0,0,0,0
13851376,2,4.002539158,13850305,0.26739502,-0.115356445,-0.241394043,0.925720215,0,0.0703125,-0.01171875,0.00390625,0,0,0,549,13851371,1024.66333,27.56999969,-94.37572479,555,0,0,0,0,0,0,0,0,0
