t_us,state,batteryVoltage,imu_t_us,imu_q0,imu_q1,imu_q2,imu_q3,imu_calib,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_seq,baro_t_us,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_seq,gnss_t_us,gnss_lat_e7,gnss_lon_e7,gnss_alt_m,gnss_speed_mps,gnss_heading_deg,gnss_sats_used,gnss_seq
7174408,1,4.163671970367432,7173337,0.2490234375,0.0428466796875,-0.0048828125,0.967529296875,0,0.0,0.0,0.0,0.0,0.0,0.0,1,7174403,1009.423095703125,24.110000610351562,31.92978858947754,1,0,0,0,0.0,0.0,0.0,0,0
7202345,2,4.137890815734863,7173337,0.2490234375,0.0428466796875,-0.0048828125,0.967529296875,0,0.0,0.0,0.0,0.0,0.0,0.0,1,7202339,1009.4287109375,24.110000610351562,31.882226943969727,2,0,0,0,0.0,0.0,0.0,0,0
7204508,2,4.144335746765137,7203437,0.24884033203125,0.042724609375,-0.0047607421875,0.96759033203125,0,0.0,0.0,0.0,0.0,0.0,0.0,2,7204502,1009.4287109375,24.110000610351562,31.882226943969727,3,0,0,0,0.0,0.0,0.0,0,0
7209322,2,4.144335746765137,7208251,0.24884033203125,0.042724609375,-0.0047607421875,0.96759033203125,0,0.0,0.0,0.0,0.00390625,-0.001953125,0.001953125,3,7209317,1009.4287109375,24.110000610351562,31.882226943969727,4,0,0,0,0.0,0.0,0.0,0,0
7215377,2,4.150781154632568,7214306,0.248779296875,0.04296875,-0.00469970703125,0.96759033203125,0,0.0,0.0,0.0,0.00390625,-0.001953125,0.001953125,4,7215372,1009.41650390625,24.1200008392334,31.982635498046875,5,0,0,0,0.0,0.0,0.0,0,0
7221322,2,4.144335746765137,7220251,0.248779296875,0.04296875,-0.00469970703125,0.96759033203125,0,0.0,0.0,0.0,0.001953125,-0.005859375,0.00390625,5,7221317,1009.41650390625,24.1200008392334,31.982635498046875,6,0,0,0,0.0,0.0,0.0,0,0
7223377,2,4.150781154632568,7222306,0.24871826171875,0.04302978515625,-0.00469970703125,0.96759033203125,0,0.0,0.0,0.0,0.001953125,-0.005859375,0.00390625,6,7223372,1009.41650390625,24.1200008392334,31.982635498046875,7,0,0,0,0.0,0.0,0.0,0,0
7227322,2,4.150781154632568,7226251,0.24871826171875,0.04302978515625,-0.00469970703125,0.96759033203125,2,0.8828125,0.11328125,9.765625,0.001953125,-0.005859375,0.00390625,7,7227317,1009.41650390625,24.1200008392334,31.982635498046875,8,0,0,0,0.0,0.0,0.0,0,0
7236323,2,4.144335746765137,7235252,0.24871826171875,0.04302978515625,-0.00469970703125,0.96759033203125,0,0.8828125,0.11328125,9.765625,0.001953125,-0.001953125,0.005859375,8,7236318,1009.49560546875,24.1200008392334,31.32205581665039,9,0,0,0,0.0,0.0,0.0,0,0
7240376,2,4.137890815734863,7239305,0.24871826171875,0.04302978515625,-0.00469970703125,0.96759033203125,0,0.8828125,0.11328125,9.765625,0.001953125,-0.001953125,0.005859375,9,7240371,1009.49560546875,24.1200008392334,31.32205581665039,10,0,0,0,0.0,0.0,0.0,0,0
7245322,2,4.150781154632568,7244251,0.24871826171875,0.04302978515625,-0.00469970703125,0.96759033203125,0,0.8828125,0.11328125,9.765625,0.005859375,-0.005859375,0.005859375,10,7245317,1009.49560546875,24.1200008392334,31.32205581665039,11,0,0,0,0.0,0.0,0.0,0,0
7247377,2,4.144335746765137,7246306,0.2486572265625,0.0430908203125,-0.004638671875,0.96759033203125,0,0.8828125,0.11328125,9.765625,0.005859375,-0.005859375,0.005859375,11,7247372,1009.49560546875,24.1200008392334,31.32205581665039,12,0,0,0,0.0,0.0,0.0,0,0
7256323,2,4.1572265625,7255252,0.2486572265625,0.0430908203125,-0.004638671875,0.96759033203125,0,0.8828125,0.11328125,9.765625,0.0,0.001953125,-0.00390625,12,7256318,1009.47998046875,24.1200008392334,31.454172134399414,13,0,0,0,0.0,0.0,0.0,0,0
7260376,2,4.150781154632568,7259305,0.2486572265625,0.04302978515625,-0.004638671875,0.96759033203125,0,0.8828125,0.11328125,9.765625,0.0,0.001953125,-0.00390625,13,7260371,1009.47998046875,24.1200008392334,31.454172134399414,14,0,0,0,0.0,0.0,0.0,0,0
7265322,2,4.1572265625,7264251,0.2486572265625,0.04302978515625,-0.004638671875,0.96759033203125,0,0.8828125,0.11328125,9.765625,0.0,0.0,0.001953125,14,7265317,1009.47998046875,24.1200008392334,31.454172134399414,15,0,0,0,0.0,0.0,0.0,0,0
7267377,2,4.1572265625,7266306,0.2486572265625,0.04302978515625,-0.004638671875,0.96759033203125,0,0.8828125,0.11328125,9.765625,0.0,0.0,0.001953125,15,7267372,1009.47998046875,24.1200008392334,31.454172134399414,16,0,0,0,0.0,0.0,0.0,0,0
7276323,2,4.131445407867432,7275252,0.2486572265625,0.04302978515625,-0.004638671875,0.96759033203125,0,0.8828125,0.11328125,9.765625,0.001953125,-0.001953125,0.005859375,16,7276317,1009.5,24.1299991607666,31.285062789916992,17,0,0,0,0.0,0.0,0.0,0,0
7280376,2,4.137890815734863,7279305,0.2486572265625,0.0430908203125,-0.004638671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.001953125,-0.001953125,0.005859375,17,7280371,1009.5,24.1299991607666,31.285062789916992,18,0,0,0,0.0,0.0,0.0,0,0
7285322,2,4.150781154632568,7284251,0.2486572265625,0.0430908203125,-0.004638671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.0,0.001953125,0.00390625,18,7285317,1009.5,24.1299991607666,31.285062789916992,19,0,0,0,0.0,0.0,0.0,0,0
7293377,2,4.150781154632568,7292306,0.2486572265625,0.0430908203125,-0.004638671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.0,0.001953125,0.00390625,19,7293372,1009.526123046875,24.139999389648438,31.06839370727539,20,0,0,0,0.0,0.0,0.0,0,0
7298321,2,4.150781154632568,7292306,0.2486572265625,0.0430908203125,-0.004638671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.0,0.001953125,0.00390625,19,7298316,1009.526123046875,24.139999389648438,31.06839370727539,21,0,0,0,0.0,0.0,0.0,0,0
7300323,2,4.150781154632568,7299252,0.2486572265625,0.0430908203125,-0.004638671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.001953125,0.0,0.0,20,7300318,1009.526123046875,24.139999389648438,31.06839370727539,22,0,0,0,0.0,0.0,0.0,0,0
7302377,2,4.144335746765137,7301306,0.2486572265625,0.0430908203125,-0.004638671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.001953125,0.0,0.0,21,7302372,1009.526123046875,24.139999389648438,31.06839370727539,23,0,0,0,0.0,0.0,0.0,0,0
7311323,2,4.150781154632568,7310252,0.2486572265625,0.0430908203125,-0.004638671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.00390625,0.00390625,-0.005859375,22,7311318,1009.513671875,24.1299991607666,31.168800354003906,24,0,0,0,0.0,0.0,0.0,0,0
7315376,2,4.137890815734863,7314305,0.2486572265625,0.04302978515625,-0.00457763671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.00390625,0.00390625,-0.005859375,23,7315371,1009.513671875,24.1299991607666,31.168800354003906,25,0,0,0,0.0,0.0,0.0,0,0
7320322,2,4.131445407867432,7319251,0.2486572265625,0.04302978515625,-0.00457763671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.00390625,0.0,-0.001953125,24,7320317,1009.513671875,24.1299991607666,31.168800354003906,26,0,0,0,0.0,0.0,0.0,0,0
7322377,2,4.144335746765137,7321306,0.2486572265625,0.0430908203125,-0.00457763671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.00390625,0.0,-0.001953125,25,7322372,1009.513671875,24.1299991607666,31.168800354003906,27,0,0,0,0.0,0.0,0.0,0,0
7331323,2,4.1572265625,7330252,0.2486572265625,0.0430908203125,-0.00457763671875,0.9676513671875,0,0.8828125,0.11328125,9.765625,0.009765625,0.001953125,0.001953125,26,7331318,1009.51904296875,24.1299991607666,31.126523971557617,28,0,0,0,0.0,0.0,0.0,0,0
