t_us,state,imu_t_us,imu_q0,imu_q1,imu_q2,imu_q3,imu_calib,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_seq,baro_t_us,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_seq,gnss_t_us,gnss_lat_e7,gnss_lon_e7,gnss_alt_m,gnss_speed_mps,gnss_heading_deg,gnss_sats_used,gnss_seq
28784071,4,28741689,0.13726806640625,0.07525634765625,-0.0103759765625,0.98760986328125,0,-0.09765625,0.04296875,0.1171875,1.653001095785305e-39,1.1014318033470208e-39,1.8728596400335508e-38,220,28742754,1026.52001953125,24.889999389648438,0.07398495078086853,222,28784068,0,0,0.0,0.0,0.0,0,221
28838060,4,28796165,0.13726806640625,0.07525634765625,-0.0103759765625,0.98760986328125,0,-0.09765625,0.04296875,0.1171875,1.0100138941313984e-39,1.1019614941665356e-39,1.8848051489225342e-38,221,28797230,1026.5634765625,24.889999389648438,-0.28537049889564514,223,28838057,0,0,0.0,0.0,0.0,0,222
28885067,4,28848689,0.13726806640625,0.07525634765625,-0.0103759765625,0.98760986328125,3,-0.06640625,-0.00390625,0.15625,1.0100138941313984e-39,1.1019614941665356e-39,1.8848051489225342e-38,222,28849754,1026.55224609375,24.889999389648438,-0.19288933277130127,224,28885064,0,0,0.0,0.0,0.0,0,223
28937060,4,28889140,0.160888671875,0.0758056640625,-0.010498046875,0.9840087890625,0,-0.06640625,-0.00390625,0.15625,1.0100138941313984e-39,1.1019614941665356e-39,1.8848051489225342e-38,223,28890206,1026.5419921875,24.889999389648438,-0.10833510011434555,225,28937057,0,0,0.0,0.0,0.0,0,224
28985061,4,28942664,0.162841796875,0.07745361328125,-0.00830078125,0.98358154296875,0,-0.06640625,-0.00390625,0.15625,1.0100138941313984e-39,1.1019614941665356e-39,1.8848051489225342e-38,224,28943730,1026.541259765625,24.889999389648438,-0.10305046290159225,226,28985058,0,0,0.0,0.0,0.0,0,225
29037060,4,28995164,0.162841796875,0.07745361328125,-0.00830078125,0.98358154296875,0,-0.06640625,-0.00390625,0.15625,nan,1.1020231512989659e-39,1.910934180477874e-38,225,28996230,1026.55517578125,24.8799991607666,-0.2166702002286911,227,29037057,0,0,0.0,0.0,0.0,0,226
29084068,4,29047689,0.162841796875,0.07745361328125,-0.00830078125,0.98358154296875,0,-0.06640625,-0.00390625,0.15625,2.754938767877947e-40,1.1020217500005016e-39,1.91933580555058e-38,226,29048754,1026.539306640625,24.889999389648438,-0.08719654381275177,228,29084065,0,0,0.0,0.0,0.0,0,227
29134217,4,29086140,0.16265869140625,0.07745361328125,-0.00830078125,0.98358154296875,0,-0.06640625,-0.00390625,0.15625,2.754938767877947e-40,1.1020217500005016e-39,1.91933580555058e-38,227,29087206,1026.553466796875,24.889999389648438,-0.20345860719680786,229,29134214,0,0,0.0,0.0,0.0,0,228
29187060,4,29139586,0.16265869140625,0.07745361328125,-0.00830078125,0.98358154296875,3,-0.06640625,-0.01171875,0.0390625,2.754938767877947e-40,1.1020217500005016e-39,1.91933580555058e-38,228,29140652,1026.528076171875,24.889999389648438,0.005284639075398445,230,29187057,0,0,0.0,0.0,0.0,0,229
29234068,4,29192164,0.16265869140625,0.07745361328125,-0.00830078125,0.98358154296875,0,-0.06640625,-0.01171875,0.0390625,nan,1.0101904577379033e-39,1.9385941306054887e-38,229,29193230,1026.559814453125,24.889999389648438,-0.25366267561912537,231,29234065,0,0,0.0,0.0,0.0,0,230
29288060,4,29245689,0.16265869140625,0.07745361328125,-0.00830078125,0.98358154296875,0,-0.06640625,-0.01171875,0.0390625,2.75499481981652e-40,1.010193260334832e-39,1.950479663920199e-38,230,29246754,1026.54296875,24.8799991607666,-0.11626206338405609,232,29288057,0,0,0.0,0.0,0.0,0,231
29334189,4,29298164,0.16265869140625,0.07745361328125,-0.00830078125,0.98358154296875,0,-0.06640625,-0.01171875,0.0390625,nan,1.0102002668271536e-39,1.9537011089598353e-38,231,29299230,1026.521484375,24.889999389648438,0.058131031692028046,233,29334186,0,0,0.0,0.0,0.0,0,232
29385060,4,29336664,0.16290283203125,0.07733154296875,-0.00787353515625,0.98358154296875,0,-0.06640625,-0.01171875,0.0390625,nan,1.0102002668271536e-39,1.9537011089598353e-38,232,29337730,1026.515380859375,24.8799991607666,0.1109774187207222,234,29385057,0,0,0.0,0.0,0.0,0,233
29433060,4,29391140,0.162841796875,0.0772705078125,-0.00787353515625,0.98358154296875,0,-0.06640625,-0.01171875,0.0390625,nan,1.0102002668271536e-39,1.9537011089598353e-38,233,29392206,1026.552001953125,24.889999389648438,-0.19024699926376343,235,29433057,0,0,0.0,0.0,0.0,0,234
29487306,4,29444689,0.1629638671875,0.0772705078125,-0.0079345703125,0.98358154296875,0,-0.06640625,-0.01171875,0.0390625,nan,1.0102002668271536e-39,1.9537011089598353e-38,234,29445754,1026.5390625,24.889999389648438,-0.08455422520637512,236,29487303,0,0,0.0,0.0,0.0,0,235
29533106,4,29497140,0.16290283203125,0.0772705078125,-0.0079345703125,0.98358154296875,0,-0.06640625,-0.01171875,0.0390625,nan,1.0102002668271536e-39,1.9537011089598353e-38,235,29498206,1026.52685546875,24.889999389648438,0.015853917226195335,237,29533103,0,0,0.0,0.0,0.0,0,236
29584270,4,29535664,0.1629638671875,0.07720947265625,-0.0079345703125,0.98358154296875,0,-0.06640625,-0.01171875,0.0390625,nan,1.0102002668271536e-39,1.9537011089598353e-38,236,29536730,1026.546142578125,24.889999389648438,-0.14268524944782257,238,29584267,0,0,0.0,0.0,0.0,0,237
29636362,4,29588164,0.1629638671875,0.07720947265625,-0.0079345703125,0.98358154296875,0,-0.06640625,-0.01171875,0.0390625,nan,1.0102072733194752e-39,1.9964653749747143e-38,237,29589230,1026.545166015625,24.8799991607666,-0.13475829362869263,239,29636359,0,0,0.0,0.0,0.0,0,238
29688301,4,29640582,0.1629638671875,0.07720947265625,-0.0079345703125,0.98358154296875,0,-0.06640625,-0.01171875,0.0390625,nan,1.1020203487020372e-39,2.0029271825832553e-38,238,29641648,1026.549560546875,24.8799991607666,-0.1717507690191269,240,29688298,0,0,0.0,0.0,0.0,0,239
29788219,4,29752271,0.1629638671875,0.07720947265625,-0.0079345703125,0.98358154296875,3,0.0078125,-0.03515625,0.078125,nan,1.1020203487020372e-39,2.0029271825832553e-38,239,29753337,1026.549560546875,24.8799991607666,-0.1717507690191269,241,29788216,0,0,0.0,0.0,0.0,0,240
29835343,4,29805480,0.1629638671875,0.07720947265625,-0.0079345703125,0.98358154296875,0,0.0078125,-0.03515625,0.078125,nan,1.0101904577379033e-39,2.019357126817771e-38,240,29806546,1026.54248046875,24.889999389648438,-0.11361973732709885,242,29835340,0,0,0.0,0.0,0.0,0,241
29888363,4,29840373,0.1629638671875,0.07720947265625,-0.0079345703125,0.98358154296875,0,0.0078125,-0.03515625,0.078125,nan,1.0102100759164039e-39,2.032576275880979e-38,241,29841439,1026.54736328125,24.899999618530273,-0.15325453877449036,243,29888360,0,0,0.0,0.0,0.0,0,242
29936235,4,29894480,0.1629638671875,0.07720947265625,-0.0079345703125,0.98358154296875,3,-0.02734375,0.03515625,-0.04296875,nan,1.0102100759164039e-39,2.032576275880979e-38,242,29895545,1026.55224609375,24.889999389648438,-0.19288933277130127,244,29936232,0,0,0.0,0.0,0.0,0,243
29983387,4,29947373,0.1629638671875,0.07720947265625,-0.0079345703125,0.98358154296875,0,-0.02734375,0.03515625,-0.04296875,nan,1.0103866395229088e-39,2.0449351678169383e-38,243,29948439,1026.537109375,24.899999618530273,-0.06870030611753464,245,29983384,0,0,0.0,0.0,0.0,0,244
30033405,4,29985467,0.1629638671875,0.07720947265625,-0.0079345703125,0.98358154296875,3,-0.09765625,-0.1484375,0.29296875,nan,1.0103866395229088e-39,2.0449351678169383e-38,244,29986532,1026.55517578125,24.889999389648438,-0.2166702002286911,246,30033402,0,0,0.0,0.0,0.0,0,245
30086370,4,30038271,0.1629638671875,0.07720947265625,-0.0079345703125,0.98358154296875,3,-0.00390625,0.00390625,-0.015625,nan,1.0103866395229088e-39,2.0449351678169383e-38,245,30039337,1026.529296875,24.889999389648438,-0.005284639075398445,247,30086367,0,0,0.0,0.0,0.0,0,246
