t_us,p_x,p_y,p_z,v_x,v_y,v_z,roll_deg,pitch_deg,yaw_deg,r_baro,r_gps_pos_x,r_gps_pos_y,r_gps_pos_z,r_gps_vel_x,r_gps_vel_y,r_gps_vel_z
13414513,7.811171,-5.247616,3.185241,26.792568,-21.354263,8.953057,0.100883,0.006768,0.006031,3.835985,-7.806520,6.251746,-3.497181,-26.430231,21.174287,-9.080421
13470577,5.083691,-3.055174,3.434000,10.929890,-8.549153,11.203479,0.100883,0.006768,0.006031,3.867925,-9.909783,7.900982,-3.260959,-38.338485,30.514131,-7.314631
13551513,4.754471,-2.767329,3.403402,10.234840,-7.798856,11.199857,0.100883,0.006768,0.006031,3.959090,-8.078426,6.397548,-3.412917,-29.336286,23.070888,-8.531570
13608513,8.081394,-5.367401,3.087036,28.834197,-22.376266,8.563123,0.100883,0.006768,0.006031,3.696074,-8.078426,6.397548,-3.412917,-29.336286,23.070888,-8.531570
13662513,5.205639,-3.099643,3.326886,11.656512,-8.885226,10.967010,0.100883,0.006768,0.006031,3.999761,-10.130635,7.955216,-3.182519,-39.939815,31.080608,-6.979434
13716513,8.438843,-5.637819,3.031595,29.061565,-22.659496,8.517968,0.100883,0.006768,0.006031,3.649821,-10.130635,7.955216,-3.182519,-39.939815,31.080608,-6.979434
13773513,5.213200,-3.120856,3.346411,10.085284,-7.961528,11.216851,0.100883,0.006768,0.006031,4.082957,-10.588530,8.317184,-3.166629,-39.962707,31.275526,-7.047605
13827643,8.367927,-5.625401,3.063159,27.462112,-21.800653,8.762871,0.100883,0.006768,0.006031,3.585102,-10.588530,8.317184,-3.166629,-39.962707,31.275526,-7.047605
13881513,5.085013,-3.046248,3.371268,9.013041,-7.327543,11.374778,0.100883,0.006768,0.006031,3.675094,-10.390635,8.218976,-3.140969,-38.552219,30.612113,-7.179987
13938577,3.818402,-2.046369,3.462014,2.049511,-1.771923,12.327408,0.100883,0.006768,0.006031,3.888887,-8.137484,6.464187,-3.360465,-28.580627,22.846021,-8.548406
13992643,5.950443,-3.738623,3.273337,17.071762,-13.603645,10.163996,0.100883,0.006768,0.006031,3.712141,-8.137484,6.464187,-3.360465,-28.580627,22.846021,-8.548406
14075577,5.051991,-3.000102,3.365273,10.979611,-8.457091,11.083628,0.100883,0.006768,0.006031,3.914385,-9.730409,7.702511,-3.209559,-38.093673,30.068893,-7.188750
14133577,3.813074,-2.008207,3.491087,3.037910,-2.051382,12.256987,0.100883,0.006768,0.006031,3.573337,-8.251672,6.476568,-3.369401,-30.751893,23.858295,-8.294713
14187513,6.113367,-3.782931,3.267614,18.872800,-14.322439,9.960680,0.100883,0.006768,0.006031,3.956930,-8.251672,6.476568,-3.369401,-30.751893,23.858295,-8.294713
14269577,5.131256,-2.999316,3.356857,11.250530,-8.359599,11.062973,0.100883,0.006768,0.006031,3.836907,-10.087655,7.838509,-3.155729,-40.232555,30.916501,-6.943663
14328513,3.827186,-1.985867,3.508936,2.506578,-1.668093,12.347257,0.100883,0.006768,0.006031,3.408990,-8.326146,6.446091,-3.371962,-30.724971,23.465576,-8.383189
14382513,6.127423,-3.764332,3.279872,18.466579,-14.107907,10.035783,0.100883,0.006768,0.006031,4.009576,-8.326146,6.446091,-3.371962,-30.724971,23.465576,-8.383189
14463513,5.101248,-2.979681,3.357679,10.766880,-8.294976,11.116580,0.100883,0.006768,0.006031,3.834811,-10.082317,7.814485,-3.146109,-40.210014,31.103874,-6.933010
14520513,8.504685,-5.626312,3.083168,29.590600,-22.945858,8.523339,0.100883,0.006768,0.006031,3.237601,-10.082317,7.814485,-3.146109,-40.210014,31.103874,-6.933010
14576513,5.163301,-3.027335,3.416227,9.863344,-7.543644,11.349043,0.100883,0.006768,0.006031,4.222093,-10.579418,8.215810,-3.204076,-40.564926,31.446844,-7.049785
14658513,4.688539,-2.648716,3.451306,9.006339,-6.786035,11.431716,0.100883,0.006768,0.006031,3.943759,-8.145534,6.310906,-3.417072,-29.093130,22.370681,-8.628797
14712513,7.858037,-5.099108,3.159291,27.845615,-21.411336,8.776278,0.100883,0.006768,0.006031,3.556967,-8.145534,6.310906,-3.417072,-29.093130,22.370681,-8.628797
14769513,5.117544,-2.988322,3.402067,11.045610,-8.548695,11.115368,0.100883,0.006768,0.006031,4.294545,-10.103581,7.821549,-3.252162,-40.193302,31.066843,-7.072564
14823513,8.593931,-5.706551,3.054005,30.761999,-24.040786,8.298272,0.100883,0.006768,0.006031,3.501681,-10.103581,7.821549,-3.252162,-40.193302,31.066843,-7.072564
14877513,5.222826,-3.106156,3.351719,10.368541,-8.397534,11.139872,0.100883,0.006768,0.006031,3.960298,-10.816912,8.433952,-3.112639,-42.856227,33.595531,-6.585381
14934513,3.845650,-2.047967,3.467674,1.706472,-1.810602,12.343258,0.100883,0.006768,0.006031,3.796891,-8.438528,6.651094,-3.329414,-30.852085,24.699737,-8.207176
14988513,6.018805,-3.808197,3.275155,17.355495,-14.416542,10.085732,0.100883,0.006768,0.006031,3.590210,-8.438528,6.651094,-3.329414,-30.852085,24.699737,-8.207176
15069513,4.989485,-3.031985,3.355491,10.026044,-8.806445,11.111534,0.100883,0.006768,0.006031,3.835752,-9.967561,7.992869,-3.152556,-39.912982,32.588455,-6.841483
15126513,3.739700,-2.039768,3.464874,1.856728,-2.214182,12.293019,0.100883,0.006768,0.006031,3.533664,-8.190241,6.648221,-3.341310,-30.720350,25.631908,-8.136369
15181643,6.015995,-3.920584,3.258737,18.196514,-15.497551,9.928074,0.100883,0.006768,0.006031,3.730394,-8.190241,6.648221,-3.341310,-30.720350,25.631908,-8.136369
15263513,5.000468,-3.081288,3.357260,10.487764,-8.849076,11.100752,0.100883,0.006768,0.006031,4.179554,-9.942488,8.123658,-3.186931,-39.939559,33.098316,-6.856519
15321513,8.617702,-5.999886,3.044047,31.169212,-25.338569,8.188315,0.100883,0.006768,0.006031,3.539335,-9.942488,8.123658,-3.186931,-39.939559,33.098316,-6.856519
15376513,5.107911,-3.114798,3.410650,9.830976,-7.634770,11.350541,0.100883,0.006768,0.006031,3.826281,-10.850821,8.779418,-3.134686,-43.351394,35.010746,-6.476881
15457513,4.654807,-2.691961,3.436656,9.229627,-6.661791,11.406527,0.100883,0.006768,0.006031,3.961205,-8.168110,6.506796,-3.426073,-29.971834,23.411287,-8.454818
15515577,8.245512,-5.467116,3.105279,31.043382,-23.628768,8.283380,0.100883,0.006768,0.006031,3.737209,-8.168110,6.506796,-3.426073,-29.971834,23.411287,-8.454818
15569513,5.079058,-2.966325,3.431495,10.995127,-7.886024,11.207851,0.100883,0.006768,0.006031,3.878107,-10.362315,8.087668,-3.207808,-42.855010,32.849597,-6.639221
15623513,8.642041,-5.716696,3.084320,31.886445,-24.221006,8.202239,0.100883,0.006768,0.006031,3.648089,-10.362315,8.087668,-3.207808,-42.855010,32.849597,-6.639221
15681513,5.112283,-2.988244,3.503770,9.530055,-7.123389,11.502064,0.100883,0.006768,0.006031,3.814156,-10.910366,8.456419,-3.228096,-43.608604,33.501041,-6.650957
15737577,3.746161,-1.940899,3.631486,0.984823,-0.755924,12.684771,0.100883,0.006768,0.006031,3.611994,-8.333946,6.490281,-3.521849,-30.802417,23.884471,-8.481239
15791577,6.066337,-3.775629,3.400107,18.372211,-14.567545,10.129824,0.100883,0.006768,0.006031,3.733422,-8.333946,6.490281,-3.521849,-30.802417,23.884471,-8.481239
15848577,4.023644,-2.192473,3.623041,2.118786,-2.014727,12.521956,0.100883,0.006768,0.006031,3.335931,-10.332809,8.149544,-3.315588,-42.530811,33.827484,-6.726243
15903513,6.435492,-4.139425,3.426652,19.238121,-15.795002,10.061534,0.100883,0.006768,0.006031,3.442434,-10.332809,8.149544,-3.315588,-42.530811,33.827484,-6.726243
15957513,4.643954,-2.746562,3.549610,9.364501,-8.173769,11.367240,0.100883,0.006768,0.006031,3.823520,-8.268632,6.611744,-3.525038,-31.892133,25.977754,-8.179236
16014643,8.261677,-5.702821,3.197840,31.494998,-26.117891,8.137729,0.100883,0.006768,0.006031,3.771404,-8.268632,6.611744,-3.525038,-31.892133,25.977754,-8.179236
16068513,5.064095,-3.121533,3.515575,10.657690,-9.175140,11.201636,0.100883,0.006768,0.006031,3.683324,-10.577466,8.580345,-3.268003,-44.774696,36.880966,-6.209509
16122577,8.694380,-6.068864,3.145832,32.241722,-26.490024,8.045125,0.100883,0.006768,0.006031,3.630169,-10.577466,8.580345,-3.268003,-44.774696,36.880966,-6.209509
16180577,5.210035,-3.218267,3.519804,10.137656,-8.233106,11.342564,0.100883,0.006768,0.006031,4.012125,-11.205304,9.087595,-3.230468,-45.723495,37.285964,-6.152613
16262577,4.678095,-2.760217,3.590436,9.097516,-7.098205,11.493796,0.100883,0.006768,0.006031,4.037223,-8.254311,6.643367,-3.576053,-30.573177,24.438125,-8.401826
16316577,8.059919,-5.455504,3.262372,30.191951,-23.971954,8.391576,0.100883,0.006768,0.006031,3.291279,-8.254311,6.643367,-3.576053,-30.573177,24.438125,-8.401826
16385513,5.051344,-3.049062,3.712642,9.462844,-7.497849,11.641201,0.100883,0.006768,0.006031,4.151016,-11.028544,8.816215,-3.441171,-45.133037,35.964439,-6.475950
16442513,3.838464,-2.082301,3.765649,2.000740,-1.611177,12.602864,0.100883,0.006768,0.006031,3.930072,-8.810344,7.047672,-3.628196,-34.651371,27.726114,-7.842570
16497513,6.403791,-4.130064,3.479938,21.027791,-16.761058,9.721936,0.100883,0.006768,0.006031,3.852503,-8.810344,7.047672,-3.628196,-34.651371,27.726114,-7.842570
16552643,4.335005,-2.349626,3.665499,3.908237,-2.109745,12.294357,0.100883,0.006768,0.006031,3.626231,-10.804232,8.746116,-3.313609,-47.107761,37.304603,-5.934346
16607577,7.074600,-4.435873,3.383526,23.210119,-17.015075,9.457548,0.100883,0.006768,0.006031,3.866632,-10.804232,8.746116,-3.313609,-47.107761,37.304603,-5.934346
16662577,4.923764,-2.795109,3.572728,10.297682,-7.252304,11.269848,0.100883,0.006768,0.006031,3.805061,-8.939973,6.841451,-3.507438,-35.630748,26.594163,-7.647601
16718577,8.818449,-5.786238,3.148408,34.508533,-26.055221,7.693177,0.100883,0.006768,0.006031,3.698631,-8.939973,6.841451,-3.507438,-35.630748,26.594163,-7.647601
16776643,5.359429,-3.028096,3.557967,10.711476,-7.398881,11.274076,0.100883,0.006768,0.006031,3.797515,-11.103299,8.676538,-3.279011,-47.689167,36.325809,-5.895229
16830643,9.372927,-6.127249,3.098965,35.284759,-26.747465,7.599078,0.100883,0.006768,0.006031,3.975141,-11.103299,8.676538,-3.279011,-47.689167,36.325809,-5.895229
16885643,5.567149,-3.203260,3.449788,10.765110,-8.227273,11.091314,0.100883,0.006768,0.006031,3.937175,-11.772148,9.124655,-3.146427,-49.681903,38.091396,-5.512231
16942513,3.993041,-2.000008,3.619193,-0.154526,-0.097807,12.680749,0.100883,0.006768,0.006031,3.202960,-8.728234,6.831201,-3.472896,-32.846107,25.860143,-7.939098
16997577,6.504166,-4.015365,3.330578,19.616544,-15.964436,9.690424,0.100883,0.006768,0.006031,3.850569,-8.728234,6.831201,-3.472896,-32.846107,25.860143,-7.939098
17052643,4.275485,-2.274045,3.530941,1.160213,-1.548672,12.392318,0.100883,0.006768,0.006031,3.097882,-10.831189,8.640718,-3.171743,-45.816604,37.073268,-5.883776
17108643,6.913992,-4.436076,3.263761,20.839481,-17.524013,9.480428,0.100883,0.006768,0.006031,3.726944,-10.831189,8.640718,-3.171743,-45.816604,37.073268,-5.883776
17162577,4.891701,-2.829006,3.418985,9.129840,-8.135413,11.123518,0.100883,0.006768,0.006031,4.036018,-8.528923,6.903388,-3.378339,-33.304771,27.618436,-7.649178
17218577,8.628078,-5.880120,3.020210,32.887825,-27.273403,7.653484,0.100883,0.006768,0.006031,3.749466,-8.528923,6.903388,-3.378339,-33.304771,27.618436,-7.649178
17275774,5.296506,-3.148689,3.365697,10.139609,-8.412263,11.042733,0.100883,0.006768,0.006031,4.021485,-11.035686,8.979359,-3.083509,-47.420688,38.952152,-5.617820
17356513,4.844908,-2.752676,3.365294,9.003302,-7.091122,11.168297,0.100883,0.006768,0.006031,4.007326,-8.415632,6.798624,-3.332435,-32.825531,26.486818,-7.756392
17410513,8.488087,-5.644065,2.962275,32.543590,-25.737855,7.690866,0.100883,0.006768,0.006031,3.648434,-8.415632,6.798624,-3.332435,-32.825531,26.486818,-7.756392
17467513,5.219058,-2.998715,3.324508,10.113608,-7.531496,11.082831,0.100883,0.006768,0.006031,3.979243,-10.726873,8.551655,-3.073454,-46.059619,36.378822,-5.834251
17521643,9.076577,-6.001578,2.910830,34.317092,-26.402130,7.517992,0.100883,0.006768,0.006031,3.609174,-10.726873,8.551655,-3.073454,-46.059619,36.378822,-5.834251
17577513,5.418647,-3.090973,3.278852,10.552936,-7.470171,11.038692,0.100883,0.006768,0.006031,4.009160,-11.445304,8.970293,-2.962740,-48.770973,37.610267,-5.463085
17634513,3.988629,-1.965212,3.412515,0.775761,0.064758,12.460531,0.100883,0.006768,0.006031,3.375888,-8.850035,6.853442,-3.237426,-35.194183,26.642784,-7.470719
17688643,6.405122,-3.818709,3.179582,19.895881,-14.874082,9.651627,0.100883,0.006768,0.006031,3.534962,-8.850035,6.853442,-3.237426,-35.194183,26.642784,-7.470719
17770513,5.306281,-3.000848,3.266959,10.827240,-8.414963,10.938045,0.100883,0.006768,0.006031,3.888821,-10.885855,8.432086,-2.992255,-47.702922,36.809188,-5.617815
17825513,9.240808,-6.099932,2.855992,35.420139,-27.875591,7.364565,0.100883,0.006768,0.006031,3.768076,-10.885855,8.432086,-2.992255,-47.702922,36.809188,-5.617815
17882513,5.311979,-3.049850,3.297284,8.722581,-7.169426,11.307675,0.100883,0.006768,0.006031,3.845664,-11.669334,9.149036,-2.917774,-49.480045,38.997749,-5.445289
17963577,4.740838,-2.619385,3.340035,7.517252,-6.238596,11.449567,0.100883,0.006768,0.006031,3.863782,-8.384149,6.627158,-3.268049,-31.810165,25.389701,-7.991648
18017382,8.428815,-5.543881,2.923854,32.423488,-25.864101,7.764803,0.100883,0.006768,0.006031,3.763642,-8.384149,6.627158,-3.268049,-31.810165,25.389701,-7.991648
18074643,5.187933,-2.967491,3.278236,9.866359,-7.830855,11.128721,0.100883,0.006768,0.006031,3.954580,-10.808100,8.561816,-2.982142,-47.226539,37.492630,-5.710272
18155513,4.776052,-2.632606,3.305134,9.108118,-7.124222,11.216954,0.100883,0.006768,0.006031,3.860713,-8.381465,6.620152,-3.216571,-33.801425,26.659992,-7.658841
18210513,8.576215,-5.625021,2.902858,34.069099,-26.792751,7.571889,0.100883,0.006768,0.006031,3.740883,-8.381465,6.620152,-3.216571,-33.801425,26.659992,-7.658841
18268577,5.191638,-2.944897,3.305854,9.934920,-7.628774,11.215243,0.100883,0.006768,0.006031,3.512316,-11.164673,8.791542,-2.900867,-50.079071,39.331188,-5.299596
18322577,9.001939,-5.894496,2.942801,34.249652,-26.372619,7.746971,0.100883,0.006768,0.006031,3.699620,-11.164673,8.791542,-2.900867,-50.079071,39.331188,-5.299596
18377513,5.190222,-2.885698,3.368856,8.981557,-6.318204,11.484943,0.100883,0.006768,0.006031,3.953892,-11.184410,8.702680,-3.034631,-47.523181,36.567893,-5.952792
18434513,3.862868,-1.837055,3.498582,0.077541,0.715803,12.757263,0.100883,0.006768,0.006031,3.450642,-8.644415,6.620055,-3.283935,-34.744216,25.938819,-7.814055
18489643,6.408038,-3.731958,3.263293,20.818962,-14.959367,9.781373,0.100883,0.006768,0.006031,3.889221,-8.644415,6.620055,-3.283935,-34.744216,25.938819,-7.814055
18570513,5.477694,-3.013138,3.268760,12.693731,-8.962679,10.820768,0.100883,0.006768,0.006031,4.180922,-11.356977,8.570998,-2.961637,-52.309650,38.867820,-5.217379
18627513,4.056664,-1.949403,3.388884,1.370220,-0.736538,12.410955,0.100883,0.006768,0.006031,3.502385,-9.239484,6.967515,-3.137557,-39.411777,29.367647,-6.985611
18681643,6.706375,-3.972336,3.105525,22.360233,-16.964344,9.329931,0.100883,0.006768,0.006031,3.732051,-9.239484,6.967515,-3.137557,-39.411777,29.367647,-6.985611
18762513,5.467824,-3.099157,3.166832,11.157537,-9.221091,10.850189,0.100883,0.006768,0.006031,4.101278,-11.527815,8.821820,-2.821068,-52.217334,40.259239,-4.999486
18819513,9.585355,-6.372396,2.764907,36.861568,-29.672330,7.160960,0.100883,0.006768,0.006031,3.341441,-11.527815,8.821820,-2.821068,-52.217334,40.259239,-4.999486
18874577,5.331809,-3.097163,3.217847,7.998442,-7.481246,11.368246,0.100883,0.006768,0.006031,3.829368,-12.035393,9.460679,-2.761877,-51.838497,41.567218,-5.033111
18956513,4.807084,-2.737278,3.220920,7.576976,-7.228809,11.331954,0.100883,0.006768,0.006031,3.931181,-8.770873,7.036201,-3.070640,-34.397567,28.629783,-7.461709
19014513,8.667101,-5.897741,2.852283,33.677444,-28.245523,7.543667,0.100883,0.006768,0.006031,3.551555,-8.770873,7.036201,-3.070640,-34.397567,28.629783,-7.461709
19069577,5.204832,-3.086724,3.198936,9.829073,-8.725763,11.076973,0.100883,0.006768,0.006031,3.904021,-11.194536,9.102862,-2.795667,-50.360382,41.679824,-5.081807
19123577,9.390394,-6.483203,2.712707,37.314796,-30.751850,6.966458,0.100883,0.006768,0.006031,3.855158,-11.194536,9.102862,-2.795667,-50.360382,41.679824,-5.081807
19180513,5.415907,-3.224339,3.117350,9.864245,-8.042870,11.064899,0.100883,0.006768,0.006031,4.007159,-12.242712,9.925637,-2.632892,-54.538864,44.451843,-4.488042
19262513,4.877183,-2.749838,3.142890,8.912836,-6.812899,11.184594,0.100883,0.006768,0.006031,4.074397,-8.786380,7.048599,-2.996333,-35.384513,28.229846,-7.350258
19316513,8.524618,-5.609942,2.783195,33.649345,-26.204597,7.639963,0.100883,0.006768,0.006031,3.452664,-8.786380,7.048599,-2.996333,-35.384513,28.229846,-7.350258
19371513,5.155570,-2.905760,3.137391,9.843053,-7.038520,11.152023,0.100883,0.006768,0.006031,3.888267,-10.956045,8.641728,-2.763661,-49.552448,38.633953,-5.390752
19432577,3.807041,-1.826891,3.327982,-0.508095,1.172115,12.772264,0.100883,0.006768,0.006031,3.495373,-8.946332,6.939833,-3.034350,-37.869396,28.666919,-7.200199
19487513,6.524536,-3.880882,3.032642,22.051574,-16.104621,9.438302,0.100883,0.006768,0.006031,3.772392,-8.946332,6.939833,-3.034350,-37.869396,28.666919,-7.200199
19569577,5.416462,-3.029849,3.084813,11.832172,-8.606885,10.851527,0.100883,0.006768,0.006031,4.078281,-11.712409,8.969649,-2.659322,-54.803466,41.418281,-4.652637
19626513,3.916274,-1.901914,3.245793,-0.200214,0.094126,12.606696,0.100883,0.006768,0.006031,3.300381,-9.056072,6.983711,-2.943534,-38.390468,29.560903,-7.000448
19680643,6.502439,-3.959332,2.971648,21.453552,-17.254295,9.354542,0.100883,0.006768,0.006031,3.790093,-9.056072,6.983711,-2.943534,-38.390468,29.560903,-7.000448
19762513,5.178304,-3.001955,3.116986,9.447731,-8.532886,11.153965,0.100883,0.006768,0.006031,3.841404,-11.219761,8.877635,-2.689738,-51.111282,41.132259,-5.001995
19819513,9.250760,-6.338690,2.729147,36.300746,-30.314380,7.211217,0.100883,0.006768,0.006031,3.517568,-11.219761,8.877635,-2.689738,-51.111282,41.132259,-5.001995
19874513,5.251075,-3.131508,3.160524,8.954771,-8.253733,11.303322,0.100883,0.006768,0.006031,3.919493,-11.797493,9.565280,-2.652410,-52.497318,43.444301,-4.831770
19956513,4.858356,-2.822390,3.168436,9.396350,-8.232293,11.183525,0.100883,0.006768,0.006031,4.112137,-8.689229,7.108300,-3.001671,-35.753711,29.898202,-7.288155
20014643,8.965389,-6.148322,2.776383,37.149253,-30.361808,7.137870,0.100883,0.006768,0.006031,3.502986,-8.689229,7.108300,-3.001671,-35.753711,29.898202,-7.288155
20068643,5.249292,-3.074241,3.180013,10.568335,-8.114203,11.180023,0.100883,0.006768,0.006031,4.109874,-11.376890,9.226547,-2.745877,-52.574661,42.611370,-4.927371
20122513,9.307541,-6.269375,2.764824,37.310997,-29.156116,7.249711,0.100883,0.006768,0.006031,3.426928,-11.376890,9.226547,-2.745877,-52.574661,42.611370,-4.927371
20179643,5.213572,-2.978452,3.259410,8.374824,-5.953064,11.660573,0.100883,0.006768,0.006031,3.893352,-11.890495,9.438458,-2.759087,-52.745265,41.377483,-5.102060
20261577,4.811938,-2.651063,3.280961,8.878079,-6.612036,11.489623,0.100883,0.006768,0.006031,3.986184,-8.723903,6.864833,-3.110674,-36.026512,27.881015,-7.572406
20315577,8.786929,-5.786083,2.851411,36.532722,-28.588317,7.365850,0.100883,0.006768,0.006031,3.484754,-8.723903,6.864833,-3.110674,-36.026512,27.881015,-7.572406
20372577,5.389157,-3.121303,3.188441,11.524194,-9.027535,11.030911,0.100883,0.006768,0.006031,4.323483,-11.617080,9.156821,-2.773402,-54.640666,42.964580,-4.756557
20431643,3.941328,-1.979753,3.357283,-0.360901,0.366150,12.831637,0.100883,0.006768,0.006031,3.550080,-9.399384,7.425162,-2.996268,-41.076293,32.402797,-6.720574
20485577,6.668963,-4.127286,3.054330,22.789699,-17.844974,9.331904,0.100883,0.006768,0.006031,3.881815,-9.399384,7.425162,-2.996268,-41.076293,32.402797,-6.720574
20542513,4.292153,-2.243573,3.299431,0.204674,0.130009,12.759777,0.100883,0.006768,0.006031,3.181603,-12.042230,9.476568,-2.678820,-56.658485,44.366813,-4.366506
20598513,7.262986,-4.545526,2.992125,24.446434,-18.677692,9.147643,0.100883,0.006768,0.006031,3.776287,-12.042230,9.476568,-2.678820,-56.658485,44.366813,-4.366506
20653513,5.035115,-2.781627,3.188319,10.255167,-7.427202,11.185521,0.100883,0.006768,0.006031,4.185504,-9.287259,7.241902,-2.986435,-40.186103,30.849693,-6.862557
20710513,9.256936,-6.047124,2.771428,38.808067,-29.737068,7.003901,0.100883,0.006768,0.006031,3.323858,-9.287259,7.241902,-2.986435,-40.186103,30.849693,-6.862557
20764513,5.281500,-2.982757,3.199186,9.446342,-7.311801,11.353930,0.100883,0.006768,0.006031,3.626055,-12.037901,9.344246,-2.645647,-56.825534,43.908752,-4.343980
20819643,9.606971,-6.383450,2.730709,38.726390,-30.446575,6.972545,0.100883,0.006768,0.006031,3.517052,-12.037901,9.344246,-2.645647,-56.825534,43.908752,-4.343980
20877513,5.405405,-3.122002,3.190528,8.822920,-7.307984,11.420942,0.100883,0.006768,0.006031,3.955741,-12.636507,9.902348,-2.623162,-57.489921,45.297588,-4.261266
20958643,4.870772,-2.726814,3.207492,8.355031,-7.052466,11.388296,0.100883,0.006768,0.006031,3.961419,-9.030457,7.139172,-2.985420,-37.512039,30.020799,-7.144395
21013513,9.143772,-6.130518,2.711004,38.996025,-31.309156,6.752687,0.100883,0.006768,0.006031,3.928053,-9.030457,7.139172,-2.985420,-37.512039,30.020799,-7.144395
21067513,5.367202,-3.120358,3.097156,10.810334,-8.701533,10.989009,0.100883,0.006768,0.006031,3.819411,-11.923113,9.472105,-2.593284,-57.349594,45.766517,-4.047877
21125643,3.942124,-1.978784,3.243780,-0.784374,0.707977,12.746314,0.100883,0.006768,0.006031,3.503781,-9.430223,7.457269,-2.839021,-41.681461,32.911453,-6.424257
21179643,6.714453,-4.155197,2.929243,23.324981,-18.257217,9.101263,0.100883,0.006768,0.006031,3.950547,-9.430223,7.457269,-2.839021,-41.681461,32.911453,-6.424257
21261577,5.330112,-3.066936,3.072298,10.067052,-7.961570,11.096770,0.100883,0.006768,0.006031,4.024046,-11.826096,9.315795,-2.567343,-55.884338,43.980251,-4.368578
21319643,9.789820,-6.602766,2.634925,39.909080,-31.691520,6.746443,0.100883,0.006768,0.006031,3.517919,-11.826096,9.315795,-2.567343,-55.884338,43.980251,-4.368578
21373643,5.232142,-3.022420,3.141065,7.340160,-6.230830,11.596808,0.100883,0.006768,0.006031,3.838649,-12.427573,9.838070,-2.547689,-56.404281,44.900829,-4.382500
21431513,3.828248,-1.925578,3.269933,-2.521538,1.404655,13.019463,0.100883,0.006768,0.006031,3.703808,-9.156714,7.335528,-2.892470,-38.780296,31.593284,-6.910203
21486643,6.482824,-4.097652,2.992214,21.552188,-18.072376,9.391427,0.100883,0.006768,0.006031,3.948081,-9.156714,7.335528,-2.892470,-38.780296,31.593284,-6.910203
21568513,5.270313,-3.123083,3.079612,10.291828,-8.745343,11.058345,0.100883,0.006768,0.006031,3.968267,-11.893992,9.632482,-2.557071,-57.406776,46.895740,-4.076901
21623513,9.533810,-6.569870,2.640733,39.408428,-32.090499,6.774534,0.100883,0.006768,0.006031,3.619591,-11.893992,9.632482,-2.557071,-57.406776,46.895740,-4.076901
21680708,5.303668,-3.122689,3.104151,8.634016,-6.837775,11.420260,0.100883,0.006768,0.006031,3.968647,-12.629484,10.203893,-2.484008,-58.712467,47.551353,-3.977016
21761577,4.849920,-2.709764,3.102875,8.945168,-6.543080,11.311827,0.100883,0.006768,0.006031,3.807970,-9.095222,7.266178,-2.827443,-39.373378,31.115249,-6.797290
21817577,9.211641,-6.103700,2.630088,40.407203,-31.083820,6.635346,0.100883,0.006768,0.006031,3.792141,-9.095222,7.266178,-2.827443,-39.373378,31.115249,-6.797290
21876577,5.443833,-3.109533,3.041462,11.448327,-8.107103,10.990396,0.100883,0.006768,0.006031,4.138168,-12.473139,9.771449,-2.453465,-61.106258,47.249092,-3.651458
21957577,4.975378,-2.718102,3.048119,10.034042,-7.083308,11.122423,0.100883,0.006768,0.006031,3.947541,-9.374838,7.264787,-2.761910,-42.004871,31.901044,-6.461889
22012577,9.283053,-6.028414,2.583596,40.356407,-30.599082,6.675565,0.100883,0.006768,0.006031,3.577874,-9.374838,7.264787,-2.761910,-42.004871,31.901044,-6.461889
22070577,5.271428,-2.941974,3.063441,9.317016,-6.840726,11.319896,0.100883,0.006768,0.006031,3.976764,-12.120411,9.340795,-2.492848,-57.986022,44.256450,-4.230698
22124513,9.705459,-6.376692,2.577241,40.278022,-30.981601,6.762097,0.100883,0.006768,0.006031,3.655293,-12.120411,9.340795,-2.492848,-57.986022,44.256450,-4.230698
22179513,5.200956,-2.915485,3.081669,7.238904,-5.710897,11.630001,0.100883,0.006768,0.006031,3.747638,-12.524776,9.698422,-2.464131,-58.022006,44.865341,-4.255379
22237513,3.699456,-1.758369,3.273703,-3.872169,2.855137,13.309342,0.100883,0.006768,0.006031,3.214644,-8.913302,6.955759,-2.898442,-37.383972,29.339290,-7.297224
22291577,6.471998,-3.929127,2.942741,22.180145,-17.416574,9.378686,0.100883,0.006768,0.006031,3.786636,-8.913302,6.955759,-2.898442,-37.383972,29.339290,-7.297224
22372577,5.138817,-2.882137,3.102772,9.853539,-7.645771,11.254637,0.100883,0.006768,0.006031,4.018501,-11.462195,8.954922,-2.600962,-55.374595,43.249183,-4.627355
22436513,3.725183,-1.781733,3.348392,-2.540565,1.953865,13.226847,0.100883,0.006768,0.006031,3.546108,-9.459830,7.395271,-2.927410,-42.623481,33.362987,-6.629706
22490446,6.495302,-3.965048,3.049170,22.678520,-17.958379,9.449259,0.100883,0.006768,0.006031,3.894153,-9.459830,7.395271,-2.927410,-42.623481,33.362987,-6.629706
22571577,5.114126,-2.908350,3.213536,9.374945,-7.790950,11.430540,0.100883,0.006768,0.006031,3.720286,-11.757174,9.261751,-2.656475,-57.391860,45.472766,-4.407535
22652577,4.851689,-2.720717,3.185729,10.031985,-8.360652,11.218106,0.100883,0.006768,0.006031,3.972308,-9.055759,7.184485,-2.924881,-41.398193,33.177806,-6.668006
22710577,9.262590,-6.245501,2.770714,41.037261,-33.016120,6.728528,0.100883,0.006768,0.006031,3.383414,-9.055759,7.184485,-2.924881,-41.398193,33.177806,-6.668006
