t_us,p_x,p_y,p_z,v_x,v_y,v_z,roll_deg,pitch_deg,yaw_deg,r_baro,r_gps_pos_x,r_gps_pos_y,r_gps_pos_z,r_gps_vel_x,r_gps_vel_y,r_gps_vel_z
22765513,5.198229,-3.007594,3.215799,9.425285,-7.788815,11.428057,0.100883,0.006768,0.006031,3.682539,-12.444118,9.922428,-2.577107,-62.040763,49.782268,-3.656407
22819513,9.583959,-6.508050,2.751424,40.334335,-32.354297,6.836346,0.100883,0.006768,0.006031,3.494625,-12.444118,9.922428,-2.577107,-62.040763,49.782268,-3.656407
22877513,5.390037,-3.145428,3.203748,9.654277,-7.605413,11.427389,0.100883,0.006768,0.006031,4.329588,-12.725422,10.143986,-2.613234,-60.213882,48.038150,-3.989927
22958577,4.892813,-2.727731,3.232306,9.430129,-7.208033,11.396329,0.100883,0.006768,0.006031,4.009164,-9.243682,7.318195,-2.940163,-41.037372,32.303546,-6.773993
23012643,9.354612,-6.256824,2.719328,42.199356,-33.299549,6.497007,0.100883,0.006768,0.006031,3.588445,-9.243682,7.318195,-2.940163,-41.037372,32.303546,-6.773993
23069643,5.252694,-3.040961,3.211273,9.387626,-7.798853,11.410530,0.100883,0.006768,0.006031,4.097054,-12.181949,9.643657,-2.634686,-59.733291,47.377719,-4.051327
23123643,9.719411,-6.657798,2.721619,41.088012,-33.534957,6.674481,0.100883,0.006768,0.006031,3.547016,-12.181949,9.643657,-2.634686,-59.733291,47.377719,-4.051327
23177577,5.389367,-3.223525,3.138061,9.062953,-8.234953,11.322036,0.100883,0.006768,0.006031,4.137369,-12.817730,10.317127,-2.530633,-61.675354,50.230434,-3.624106
23234513,3.808452,-1.956053,3.316776,-3.519154,2.065693,13.224266,0.100883,0.006768,0.006031,3.500257,-9.311710,7.601644,-2.931525,-40.811035,34.029464,-6.652586
23289577,6.587810,-4.250805,3.010470,22.796726,-19.284132,9.234928,0.100883,0.006768,0.006031,3.824980,-9.311710,7.601644,-2.931525,-40.811035,34.029464,-6.652586
23370513,5.248763,-3.120985,3.119024,9.816867,-7.998080,11.202677,0.100883,0.006768,0.006031,3.902589,-12.248963,10.011303,-2.531645,-61.163208,50.236217,-3.520979
23428513,3.810985,-1.923844,3.284563,-2.023201,2.120148,13.035828,0.100883,0.006768,0.006031,3.650574,-9.448919,7.620554,-2.868501,-43.561721,34.747383,-6.252412
23483643,6.641990,-4.121910,2.999213,24.087863,-18.194467,9.169647,0.100883,0.006768,0.006031,3.755652,-9.448919,7.620554,-2.868501,-43.561721,34.747383,-6.252412
23565513,5.289372,-2.979286,3.136215,10.371927,-6.822393,11.280495,0.100883,0.006768,0.006031,3.764048,-12.528528,9.822504,-2.504117,-63.437561,48.816246,-3.357752
23622513,9.986870,-6.581857,2.671186,43.428565,-32.619789,6.410178,0.100883,0.006768,0.006031,3.363447,-12.528528,9.822504,-2.504117,-63.437561,48.816246,-3.357752
23676513,5.408001,-3.066150,3.136655,9.546363,-6.970924,11.356062,0.100883,0.006768,0.006031,4.223047,-13.009627,10.054852,-2.544674,-62.907295,47.974895,-3.572783
23758643,4.878851,-2.708652,3.178615,8.827795,-7.320472,11.348664,0.100883,0.006768,0.006031,3.775031,-9.374014,7.319477,-2.875977,-42.236129,33.015243,-6.426384
23815708,9.385945,-6.331120,2.722065,42.010162,-33.992927,6.421840,0.100883,0.006768,0.006031,3.370200,-9.374014,7.319477,-2.875977,-42.236129,33.015243,-6.426384
23870643,5.333024,-3.141380,3.146775,10.536378,-9.181367,11.112189,0.100883,0.006768,0.006031,4.266782,-12.352877,9.856299,-2.592247,-61.931575,49.978710,-3.483504
23953577,4.880809,-2.788554,3.190439,9.252990,-7.845791,11.300858,0.100883,0.006768,0.006031,3.788945,-9.522055,7.669000,-2.893902,-44.315162,36.163230,-6.058508
24010577,9.601820,-6.574905,2.686555,43.885147,-35.407119,6.161666,0.100883,0.006768,0.006031,3.614486,-9.522055,7.669000,-2.893902,-44.315162,36.163230,-6.058508
24065513,5.285382,-3.083086,3.162841,9.503700,-7.494744,11.338536,0.100883,0.006768,0.006031,3.953647,-12.765804,10.244429,-2.555113,-64.531097,51.801368,-3.162712
24119577,9.786769,-6.667564,2.682906,41.920143,-33.365966,6.509087,0.100883,0.006768,0.006031,3.540421,-12.765804,10.244429,-2.555113,-64.531097,51.801368,-3.162712
24178643,5.217715,-3.034735,3.231367,7.004266,-5.817818,11.790480,0.100883,0.006768,0.006031,3.965840,-13.039546,10.409750,-2.597887,-62.266727,49.723648,-3.587776
24259577,4.771334,-2.720618,3.226765,8.184351,-7.271075,11.448332,0.100883,0.006768,0.006031,3.949248,-9.195205,7.406443,-2.976420,-41.016170,33.445278,-6.585584
24313577,9.030431,-6.207963,2.771044,40.658809,-33.658706,6.559233,0.100883,0.006768,0.006031,3.628128,-9.195205,7.406443,-2.976420,-41.016170,33.445278,-6.585584
24369513,5.036133,-2.957015,3.273915,8.673164,-7.452392,11.510845,0.100883,0.006768,0.006031,3.563161,-11.921543,9.713891,-2.694848,-60.180744,49.523693,-3.693906
24427577,3.655322,-1.820588,3.467758,-2.838104,2.274113,13.327751,0.100883,0.006768,0.006031,3.349257,-9.149263,7.442907,-3.103207,-42.493698,34.703178,-6.534542
24484513,6.712139,-4.273046,3.145808,25.714149,-20.548381,9.021906,0.100883,0.006768,0.006031,3.878500,-9.149263,7.442907,-3.103207,-42.493698,34.703178,-6.534542
24565513,5.189258,-2.994816,3.336461,9.768993,-7.140360,11.508229,0.100883,0.006768,0.006031,3.785620,-12.489189,10.024319,-2.747104,-63.974578,50.950130,-3.383044
24622643,10.131044,-6.866756,2.819498,45.347637,-35.118865,6.241688,0.100883,0.006768,0.006031,3.383893,-12.489189,10.024319,-2.747104,-63.974578,50.950130,-3.383044
24677513,5.305489,-3.027407,3.358781,8.331925,-5.696675,11.781632,0.100883,0.006768,0.006031,3.871434,-13.361866,10.534086,-2.716300,-66.000816,51.425144,-3.251245
24760643,4.841377,-2.630356,3.410468,8.715796,-6.018099,11.667741,0.100883,0.006768,0.006031,3.742916,-9.470692,7.381966,-3.139063,-43.527896,33.194335,-6.537148
24818577,9.942645,-6.603077,2.851896,47.334983,-36.505584,5.892475,0.100883,0.006768,0.006031,3.831140,-9.470692,7.381966,-3.139063,-43.527896,33.194335,-6.537148
24872513,5.456009,-3.170538,3.301594,11.008271,-9.137831,11.155719,0.100883,0.006768,0.006031,4.190293,-13.247550,10.344853,-2.698832,-69.088607,53.911678,-2.676203
24954643,5.019370,-2.929698,3.292728,10.040637,-9.484566,11.111371,0.100883,0.006768,0.006031,4.249133,-9.625451,7.706537,-3.061081,-45.092899,36.955204,-6.014074
25012513,9.979994,-7.056674,2.744655,46.454925,-39.400428,5.631642,0.100883,0.006768,0.006031,3.546473,-9.625451,7.706537,-3.061081,-45.092899,36.955204,-6.014074
25066643,5.414025,-3.325544,3.208349,9.678145,-9.146563,11.153750,0.100883,0.006768,0.006031,4.135799,-13.334701,10.984385,-2.593047,-68.745788,57.649158,-2.299831
25121513,10.169102,-7.279078,2.674122,44.500774,-37.631553,5.878555,0.100883,0.006768,0.006031,3.626864,-13.334701,10.984385,-2.593047,-68.745788,57.649158,-2.299831
25178513,5.344832,-3.242264,3.211890,7.494042,-6.222705,11.587532,0.100883,0.006768,0.006031,4.220303,-13.508835,11.185194,-2.562400,-65.618415,54.777568,-2.797146
25260643,4.889649,-2.791910,3.218622,9.148143,-6.545675,11.291679,0.100883,0.006768,0.006031,4.189033,-9.323854,7.596216,-2.990542,-41.941322,33.797637,-6.367412
25314643,9.613678,-6.497529,2.662682,45.466285,-35.144886,5.766954,0.100883,0.006768,0.006031,3.442397,-9.323854,7.596216,-2.990542,-41.941322,33.797637,-6.367412
25371643,5.363777,-3.065486,3.150766,10.575060,-6.980321,11.145685,0.100883,0.006768,0.006031,4.165545,-12.892336,10.196213,-2.575427,-66.648094,51.732971,-2.698436
25452513,4.890209,-2.623328,3.190184,9.657725,-6.005851,11.258084,0.100883,0.006768,0.006031,3.859755,-9.479502,7.329837,-2.949528,-44.746700,33.442302,-6.058748
25514513,10.234031,-6.661940,2.641910,48.737422,-36.100318,5.511258,0.100883,0.006768,0.006031,3.537344,-9.479502,7.329837,-2.949528,-44.746700,33.442302,-6.058748
25573577,5.348275,-2.966547,3.220451,8.179911,-5.755650,11.554102,0.100883,0.006768,0.006031,4.017855,-14.069121,10.711453,-2.503844,-72.169601,54.284431,-2.185684
25654577,4.785448,-2.560798,3.238955,7.210787,-5.557164,11.575068,0.100883,0.006768,0.006031,3.714089,-9.578999,7.342728,-2.955097,-43.858654,33.464321,-6.263705
25708513,9.251075,-6.070460,2.741791,41.831573,-32.984931,6.424268,0.100883,0.006768,0.006031,3.421750,-9.578999,7.342728,-2.955097,-43.858654,33.464321,-6.263705
25765513,5.113387,-2.919814,3.195242,7.619447,-7.207428,11.477702,0.100883,0.006768,0.006031,3.923456,-12.640528,9.891560,-2.629808,-64.701927,51.243114,-3.104866
25820577,10.002265,-6.925218,2.626365,44.511383,-37.279678,5.874808,0.100883,0.006768,0.006031,3.669423,-12.640528,9.891560,-2.629808,-64.701927,51.243114,-3.104866
25875513,5.102884,-3.016654,3.196956,6.382781,-6.664673,11.685872,0.100883,0.006768,0.006031,3.836945,-12.907959,10.447718,-2.559244,-63.497707,52.597270,-3.109737
25957513,4.794516,-2.727221,3.193189,9.682084,-7.897875,11.191256,0.100883,0.006768,0.006031,4.191848,-9.192786,7.495242,-2.976094,-42.624008,35.455375,-6.170906
26014513,9.745373,-6.615908,2.654546,47.551288,-37.340053,5.510985,0.100883,0.006768,0.006031,3.321989,-9.192786,7.495242,-2.976094,-42.624008,35.455375,-6.170906
26068643,5.331374,-3.043541,3.158676,11.129982,-7.832252,11.146806,0.100883,0.006768,0.006031,3.790727,-13.034048,10.328529,-2.529647,-69.604949,54.617748,-2.236375
26123513,10.447176,-7.016407,2.566868,48.718696,-37.450527,5.445993,0.100883,0.006768,0.006031,3.452778,-13.034048,10.328529,-2.529647,-69.604949,54.617748,-2.236375
26180513,5.407073,-3.104603,3.152088,7.900760,-6.220544,11.564385,0.100883,0.006768,0.006031,3.788244,-14.107787,11.016025,-2.401837,-71.842971,55.771026,-2.062953
26262643,4.866695,-2.559409,3.226243,8.881246,-4.818349,11.496962,0.388094,-0.031327,-0.851479,3.942776,-9.404170,7.294837,-2.971029,-42.855304,32.665252,-6.341576
26316643,9.779067,-5.818742,2.701743,47.558998,-29.731395,6.087760,0.394132,-0.013281,-0.839270,3.378347,-9.404170,7.294837,-2.971029,-42.855304,32.665252,-6.341576
26373643,5.451494,-2.427144,3.222033,11.835780,-0.601070,11.476066,0.292085,0.063108,-0.813297,3.715267,-13.425168,9.207703,-2.595504,-71.571914,44.719242,-2.920016
26428513,3.919420,-1.340733,3.383245,-1.786236,7.545282,13.342147,-0.136158,0.357257,-0.383076,3.272161,-9.953591,5.956202,-3.067447,-49.206954,23.488857,-6.390713
26483643,6.966602,-3.051562,3.131223,27.341957,-12.384246,9.154913,-0.564214,0.656021,0.046977,3.579735,-9.953591,5.956202,-3.067447,-49.206954,23.488857,-6.390713
26543513,4.046580,-1.579967,3.516859,-6.258057,1.842354,13.390304,-0.493655,0.571919,0.286059,2.732380,-13.189152,8.292216,-2.858329,-67.566429,43.092227,-3.607852
26597513,6.835077,-3.816454,3.247447,21.327352,-19.774196,9.459450,0.315934,0.221396,0.262430,3.709738,-13.189152,8.292216,-2.858329,-67.566429,43.092227,-3.607852
26678513,4.897669,-2.628303,3.474002,4.204706,-7.639881,11.880574,1.307083,-0.236922,0.204459,3.675452,-12.539692,9.269861,-2.925732,-61.206542,48.914665,-4.068785
26736513,3.395308,-1.524588,3.703803,-7.560451,2.099361,13.748517,2.177386,-0.669807,0.132849,3.304163,-8.618177,6.801617,-3.438735,-37.862483,33.614532,-7.219834
26791513,5.650148,-3.535182,3.578047,17.044561,-18.334835,10.114107,2.407228,-0.741244,0.151715,3.125895,-8.618177,6.801617,-3.438735,-37.862483,33.614532,-7.219834
26872513,4.531544,-2.670480,3.782548,7.156502,-9.677613,11.779300,3.002844,-0.918440,0.125165,3.452645,-10.902866,9.158887,-3.310919,-56.330619,50.602104,-4.233628
26930643,3.410345,-1.707300,3.988741,-1.747231,-0.885975,13.339180,3.113241,-0.945117,0.136770,3.095894,-8.517864,7.259636,-3.704577,-42.090370,38.222362,-6.562244
26984643,6.411677,-4.243583,3.668440,27.588827,-24.590131,8.739223,3.215791,-0.969919,0.147504,3.538303,-8.517864,7.259636,-3.704577,-42.090370,38.222362,-6.562244
27066513,5.217260,-3.102196,3.887062,12.922783,-10.245678,11.245365,3.346300,-1.004065,0.157622,3.683134,-12.113034,10.066654,-3.321732,-66.291038,55.428245,-3.025286
27124577,10.030877,-6.895191,3.494021,47.148357,-37.060783,6.404061,3.448935,-1.022963,0.147064,3.149683,-12.113034,10.066654,-3.321732,-66.291038,55.428245,-3.025286
27179513,5.037771,-2.807666,4.150193,6.801676,-3.933498,12.531367,3.590682,-1.040238,0.127521,3.540225,-12.993415,10.347808,-3.500761,-66.134315,51.839767,-3.845051
27261577,4.339814,-2.193441,4.365589,4.739600,-2.344728,12.914664,3.603903,-1.046901,0.130032,3.324834,-8.810511,6.787821,-4.154267,-40.044208,29.634992,-7.969397
27319577,8.662322,-5.501477,4.072896,39.362106,-29.532032,8.184918,3.533154,-1.038112,0.140440,3.240406,-8.810511,6.787821,-4.154267,-40.044208,29.634992,-7.969397
27374513,4.622942,-2.452836,4.577814,6.081163,-4.750543,12.851606,3.468881,-1.023191,0.147512,3.735882,-11.497780,8.821265,-4.128314,-59.330833,45.282520,-5.545498
27456577,4.084100,-2.042182,4.828756,5.186641,-3.957221,13.132836,3.350519,-1.016569,0.293562,3.343254,-8.104681,6.290812,-4.689698,-37.045368,28.777914,-8.732053
